data,Hate,length,laughs,bad_words,misspell
"['placas', 'praia,', 'soltar', 'pombinhas', 'brancas', 'abraço', 'lagoa??', 'https://t.co/f4l9zqksf']",0,86,0,0,10
"['rt', '@artur_slo:', 'você', 'vai', 'ajudar', 'fazer', 'cena', 'repita', 'dia', '26', 'março?', 'dê', 'entusiasmado', 'rt.', '#26demarcoeuvou', 'https://t.co/…']",0,140,0,0,24
"['portugal', 'distingue-se', '“porque', 'vai', 'ter', 'campos', 'refugiados', 'https://t.co/159wxrxztd']",0,94,0,0,12
"['parabéns,', '#patríciamamona', '#nelsonévora!', 'https://t.co/t0xph8678j']",0,65,0,0,5
"['convidado', 'manhã', 'renascença\nportugal', 'distingue-se', '“porque', 'vai', 'ter', 'campos', 'refugiados', 'https://t.co/mlszcqcs5u']",0,127,0,0,17
"['já', 'está', 'no', 'portal', '""music', 'for', 'angola""\nmboraa', 'lá', 'partilhar', 'pessoal!!\n.\ndêem', 'uma', 'olhada...', '\njay', 'cee', '-', 'não', 'vai', 'https://t.co/2aqno19a6y']",0,130,0,0,21
"['@jornaloglobo', 'acho', 'errado!', 'posso', 'ir', 'lá', 'dizer', 'religião', 'permite', 'mostre', 'rosto', 'tirar', 'foto', 'rg', 'burca?']",0,129,0,1,25
"['quem', 'subjuga', 'pensamento', 'único,', 'vive', 'condicionado.\nquem', 'recusa', 'infâmia', 'dessa', 'agenda,', 'vive', 'livre!\nhttps://t.co/1jewbuxvjk']",0,127,0,0,17
"['passei', 'semana', 'toda', 'dormindo', 'jef,', 'hoje', 'vai', 'ser', 'triste', 'p', 'dormir', '😭']",0,71,0,0,15
"['já', 'escrevi', 'sobre', 'realidade.', 'https://t.co/jonr4ll0xd']",0,62,0,0,6
"['14', 'março', 'volto', 'actuar', 'lisboa(material', 'novo)', 'juntamente', 'cruz,', 'maria', 'lázaro', 'pedro', 'figueiredo.\nreserva…', 'https://t.co/c3tquly8ju']",0,140,0,0,20
"['@curate_angola', 'dá', 'p', 'comparar,', 'caro.', 'educação', 'académica', 'processo', 'exato', 'ser', 'seguido,', 'educação', 'moral,', 'sexual', 'social', 'não.']",0,138,0,0,22
"['@curate_angola', 'bebés', 'crianças', 'resumem', 'bebés', 'né.', 'já', 'vi', 'crianças', '5/6/7', 'anos', 'serem', 'intoler']",0,113,0,0,18
"['(فاتخذت', 'من', 'دونهم', 'حجابا', 'فأرسلنا', 'إليها', 'روحنا', 'فتمثل', 'لها', 'بشرا', 'سويا)', '[مريم:17]', 'https://t.co/cb8qe2mohy']",0,97,0,0,67
"['não\ntenha', 'vergonha\nde', 'falar', 'escrever\ncorretamente\na', 'língua', 'portuguesa.\nela', 'nossa\npátria', 'portugal,\nmoçambique,', 'angola,\nguiné', 'e\naqu']",0,139,0,0,23
"['rt', '@comitedokiu:', 'thay', 'nota', 'fico', 'igual', 'menina,', 'feliz', 'vida', 'thay', 'responde', '#kcapersonalidadebr', '#thaynaraog', '@thaynaraog', 'h…']",1,140,0,0,21
"['saiba', 'disse', 'eduardo', 'cabrita', 'sobre', 'refugiados:\nhttps://t.co/xlmcxcgycb', 'https://t.co/yod7coyf0x']",0,102,0,0,10
"['temos', 'acreditar.', 'o', 'salvador', 'sobral,', 'fato', 'novo', 'psicóloga', 'éder,', 'ainda', 'pode', 'superar', 'votação', '2016.', '#festivaldacanç']",0,138,0,0,23
"['rt', '@mizanzuk:', 'sim,', 'fizeram', 'isso.', 'https://t.co/cmnzywlbw8']",0,61,0,0,6
"['rt', '@chrissyteigen:', 'i', 'definitely', 'missed', 'some', 'of', 'this.', '""get', 'out""', 'neeeeeeds', 'to', 'be', 'seen', 'twice', 'real', '(spoiler', 'alert', 'central!)', 'https://t.co/lk…']",1,140,0,0,21
"['não', 'próprio', 'governo', 'estar', 'sempre', 'falar', 'disto', 'causa', 'ruído??', 'https://t.co/lr5o6az65t']",0,101,0,0,17
"['a', 'música', 'cores,', 'classes', 'todos.\num', 'simples', 'projeto', 'muda', 'vida', 'muitas', 'pessoas.', '\n', 'https://t.co/gvfuwtxodn']",0,129,0,0,23
"['o', 'pai', 'nao', 'angola', '—', 'pois', 'não,', 'neste', 'momento', 'luanda', 'https://t.co/vimkauj4p']",0,94,0,0,17
"['para', 'ler.', '""o', 'islão', 'problema', 'mulher.""\n\n', 'https://t.co/4frtxqxusq']",0,75,0,0,12
"['fongas,', 'fufas,', 'sapatonas,', 'lésbicas', '–', 'capazes', 'https://t.co/vrksvr4jst']",1,68,0,0,7
"['pessoas', 'entendem', 'meio', '""refugiados""', 'inúmeros', 'terroristas,', 'coisa', 'tão', 'óbv']",1,100,0,0,17
"['banir', 'refugiados', 'apenas', 'cruel', 'prejudicial', 'economicamente.', 'https://t.co/nvigrfgcjn']",0,91,0,0,9
"['""refugiados""', 'entrassem,', 'automaticamente', 'estaria', 'cumprindo', 'maior', 'dever', 'proteger', 'paí']",1,119,0,1,20
"['rt', '@shineanselmo:', 'todo', 'angolano', 'quer', 'ser', 'policia', ',', 'militar', '(faa)', 'daqui', 'a', 'nada', 'angola', 'nâo', 'tera', 'mais', 'gatuno.']",0,106,0,0,17
"['@curate_angola', 'imenso.', 'fantasias', 'todo', 'resto.', 'porque', 'introduzir', 'diversidade?', 'antes', 'sermos', 'adultos', 'trancafiados', 'conhecemos.']",0,139,0,0,18
"['this', 'is', 'brave.', 'this', 'is', 'beautiful.', 'https://t.co/cxdegihbp']",0,57,0,0,6
"['@curate_angola', 'desenhos', 'casais', 'hetero', 'certos', 'incluir', 'casais', 'homo.', 'não', 'dizer', 'bob', 'constructor', 'ser', 'gay']",0,134,0,1,23
"['@gabrielaltairc', 'to', 'falando', 'refugiados', 'síria,', 'nao', 'vem', 'pra', 'ca,', 'milhao', 'abrigos', 'outros', 'paises', 'acolh']",0,133,0,0,24
"['@curate_angola', 'não', 'condenado', 'tais', 'práticas,', 'favor', 'porque', 'bíblia', 'condena.']",0,94,0,0,16
"['essa', '#veja', 'tenta', 'conseguem', 'kkk', 'quer', 'dizer', 'lésbicas', 'sentem', 'orgasmos', 'serem', 'lésbicas', '...', 'https://t.co/7etyforswf']",0,139,5,1,19
"['@luomobli', '@curate_angola', 'sei', 'acho', 'incorrecto.']",0,53,0,0,6
"['@curate_angola', 'passei', 'vida', 'toda', 'ver', 'relacionamentos', 'heterossexuais', 'hetero!', 'acho', 'influencia', 'n']",0,135,0,0,22
"['mas', 'paul', 'g', 'desiste', 'pq?', 'nem', 'angola', 'conquistou', 'quer', 'conquistar', 'américa', '?', '🙁']",0,78,0,0,15
"['@curate_angola', '@tivandro', 'pra', 'crianç']",0,47,0,0,6
"['rt', '@ribeiro_joelson:', 'em', 'angola', 'estuda🙄', 'https://t.co/3i8vuyi5by']",0,69,0,0,8
"[""'presidente"", 'trump', 'parabeniza', 'exxon', 'mobil', 'pelo', 'seu', 'programa', 'investimento', 'geração', ""empregos'…"", 'https://t.co/c174wkvbqq']",0,123,0,0,15
"['45.000', 'empregos', 'construção', 'indústria', 'costa', 'golfo', 'eua.', 'investimento', '$20', 'bilhões.', 'américa,', 'ganhando', 'novamente!']",0,134,0,0,21
"['@euronewspt', '@ramo_jr', '\na', 'direita', 'vai', 'corrigir', 'cagadas', 'esquerda', 'fez', 'europa', 'últimos', '20', 'anos.\n#nexit\n#frexit']",0,120,0,1,21
"['vamos', 'desenhar', 'pra', 'ver', '@globonews', '@jornalnacional', 'entendem...\n#muslimban', 'https://t.co/sbisfjiokf']",0,102,0,0,11
"['os', 'reflexos', 'guerra', 'trouxeram', 'grandes', 'mudanças', 'vida', 'deles!', 'conheça', 'histórias.', 'https://t.co/uxhzkhlbjx']",0,114,0,0,13
"['rt', '@_carmeloneto:', 'o', 'bndes', 'empresta', 'países', 'prazo', 'máximo', '15', 'anos.', 'com', 'companheiro', 'castro,', 'cuba,', 'regra', 'quebrada,', 'emprést…']",0,140,0,0,25
"['perfeito!', 'pena', '@redeglobo', 'faz', 'o', 'tempo', 'todo!!', 'https://t.co/wivm1bxc']",0,81,0,0,10
"['rt', '@mmpadellan:', 'they', 'get', 'ben', 'carson', 'to', 'say', 'ignorant', 'shit', 'about', 'slaves,', 'but', 'i', 'bet', 'u', ""won't"", 'hear', 'jared', 'kushner', 'saying', 'israelis', 'were', 'paid', '2', 'bui…']",0,140,0,0,26
"['cadena', 'nacional', 'del', 'burro', 'y', 'tipo:', 'https://t.co/irbxoesxzw']",0,57,0,1,6
"['vcs', 'conhecem', 'abraço', 'cultural', '?\nnão?!', 'é', 'curso', 'idiomas', 'onde', 'prof', 'refugiados', '!', '\neu', 'quero', 'me', 'matricular', 'agora.']",0,118,0,1,22
"['governo', 'esquerdista', 'merda', 'povo', 'brasileiro', 'consultado', 'aceita', 'vinda', 'refugiados', 'terroristas.\nhttps://t.co/jtfod8msjl']",1,137,0,1,18
"['@httpsdofandom', 'tb', 'desse', 'jeito', 'achei', 'q', 'solução', 'remover', 'pé']",0,68,0,0,12
"['é', 'absurdo', 'certos', 'tipos', 'cultura.', 'uma', 'criança', 'pode', 'casar.', 'mas', 'obrigadas', 'usar', 'burca', 'algumas', 'não...', 'https://t.co/zmxdau98lh']",0,133,0,0,20
"['rt', '@bfraser747:', '""many', 'muslims', 'opposed', 'to', 'radical', 'islam', 'welcome', 'president', ""trump's"", 'order.', ""it's"", 'very', 'pragmatic""', '~', '@missdiagnosis', '\n\n#travelban…']",0,139,0,0,20
"['(قال', 'ومن', 'يقنط', 'من', 'رحمة', 'ربه', 'إلا', 'الضالون)', '[الحجر:56]', 'https://t.co/uv6c85zzug']",0,73,0,0,43
"['há', 'incrível', 'espírito', 'otimismo', 'espalhando', 'país', 'agora—estamos', 'trazendo', 'volta', 'empregos!', 'assista:…', 'https://t.co/pgdc1ofgsx']",0,138,0,0,22
"['compre', 'americano', 'contrate', 'americano', 'princípios', 'básicos', 'governo,', 'é:', 'empregos,', 'empregos,', 'empregos…', 'https://t.co/q8uqhmcriz']",1,140,0,0,19
"['@jgdm1965', 'benfica', 'ainda', 'dentes', 'desalinhados...']",0,69,0,0,10
"['psicólogo', 'missionária', 'marisa', 'lobo', ',descreve', 'forma', 'dinâmica', '12', 'razões', 'psicológicas', 'e…', 'https://t.co/4enxdjftwh']",0,113,0,0,15
"['rt', '@benebarbosa_mvb:', 'mais', 'mil', 'assassinatos', 'menos', '65', 'dias!', 'desarmamento', 'sucesso', 'mesmo!', 'https://t.co/vufeccktq']",0,123,0,0,16
"['@egocentricpapi', 'mundo', 'angola', 'luanda😂😂😂😂']",0,60,0,0,13
"['@derotikas', 'reclamei', 'porque', 'semana', 'passada', 'fiz', 'velho', 'doar', 'galo', '3', 'galinhas', 'angola']",0,102,5,0,18
"['vamos', 'rua', 'contra', 'ideologia', 'gênero.parabéns', 'peru.', 'https://t.co/pwmrbpy9x5']",0,82,0,0,9
"['pior', 'recessão', 'da', 'história!!!!!', '\n\nparabéns', 'todos', 'votaram', 'defendem', 'pt!', 'https://t.co/dvpcrtl5sb']",0,102,0,0,15
"['@mizanzika', 'qnd', 'fui,', 'ainda', 'tava', 'crise', 'refugiados,', 'mt', 'ambulante', 'pessoas', 'q', 'vc', 'via', 'tava', 'tentando', 'sobreviv']",0,134,0,0,23
"['rt', '@adlepdv:', '@madjunto_pt', 's', 'atender', 'imigrantes', 'portugueses', 'vzla', 'pronto,', 'vão', 'ser', 'refugiados', 'algum', 'país', 'também.', 'muito', 'casos…']",0,140,0,0,25
"['as', 'mulheres', 'n', 'sabem', 'lidar', 'c/', 'verdade.\nontem', 'disse', '1', 'amiga', 'q', 'ficava', 'melhor', 'd', 'rabo-de-cavalo,começou', 'chorar', 'bazou', 'quimioterap']",1,140,0,1,24
"['aviso', 'abro', 'mão', 'comitê', 'aborde', 'tema:', 'refugi']",0,68,0,0,13
"['ser', 'homossexual', 'quer', 'dar', 'heteros', 'porque', 'fufas', 'ficam', 'lamber', 'dedos', 'cheio', 'batata', 'frente.']",1,126,0,1,24
"['@my800cc', 'پھٹیچر', 'باجی', '😂😂😛😜']",0,26,0,0,18
"['@vivillocdp', 'ha', 'pasado???', 'jajajajaj']",1,41,0,0,5
"['stf', 'analisar', 'descriminalização', 'aborto.', 'esperamos', 'reconheçam', 'direito!', '\nhttps://t.co/umyhcxbjtt']",0,117,0,0,14
"['em', 'angola', 'brinca-se', 'fazer', 'musica.problema', 'musicos', 'povo', 'so', 'consome', 'lixo.']",0,99,0,0,16
"['não', 'deixe', 'notícias', 'falsas', 'dizerem', 'grande', 'conflito', 'governo', 'trump.', 'estamos', 'dando', 'bem', 'p…', 'https://t.co/ibxhrlqcf8']",0,140,0,0,24
"['rt', '@jpintocoelho60:', 'vivemos', 'totalitarismo', 'pensamento', 'único', 'donos', '""liberdade"".', 'só', '#pnr', 'enfrenta', 'denuncia', '""besta"".\nhttps:/…']",0,140,0,0,22
"['rt', '@rpsantos1970:', 'quão', '""democratas""', '""tolerantes""', 'esquerdistas,', '""direitinhas""', '""politicamente', 'correctos"".', '\nhttps://…']",0,140,0,0,17
"['aqui', 'brasil', 'tantos', 'refugiados', 'guerra', 'síria', 'qualquer', 'registro', 'ataque.']",0,96,0,0,17
"['boitempo', 'dá', '70%', 'desconto', 'todos', 'livros', 'escritos', 'mulheres', 'https://t.co/yfekxfwd42', 'via', '@editoraboitemp']",0,117,0,0,15
"['@editoraboitempo', 'problema', 'site?', 'não', 'conseguindo', 'acessar', '=/']",0,70,0,0,9
"['rt', '@glockbro:', 'ja', 'pensaram', 'talvez', 'angola', 'nao', 'nossa?', 'possessivos', 'so', 'quer', 'espaço?']",0,111,0,0,19
"['é', 'ridiculo', 'acharem', 'gays', 'fufas', 'diferentes', 'todo', 'resto,', 'pessoas', 'normais', 'gostos', 'diferentes!', 'deixem-se', 'disso!']",0,123,0,1,19
"['ex', 'gays', 'existem.', 'https://t.co/kukfdz294y']",1,40,0,0,3
"['ex-ativista', 'lgbt', 'torna', 'pastor', 'inspira', 'filme:', '“estou', 'aqui', 'honrar', 'deus”...', 'https://t.co/b8c0zw5qad']",0,108,0,0,16
"['rt', '@vana_pauloo:', '@csar_emerson', '@curate_angola', '2.', 'prestar', 'atenção,', 'pornografia.', 'contexto', 'beijo', 'posto', 'dificil…']",0,140,0,0,21
"['há', 'mostrar', 'certa', 'gentalha', 'que:', '""#prec', 'nunca', 'mais""!', 'não', 'podem', 'impor', 'pensamento', 'único', 'marxismo-cultural…', 'https://t.co/qw1n8lif1z']",0,140,0,0,21
"['rt', '@sebuscasedona:', 'retweet', 'y', 'ayuda', 'difundir!!', 'https://t.co/tph3j4iadz']",0,71,0,0,7
"['rt', '@tega_life:', 'tentando', 'dar', 'certo', 'alguém', 'https://t.co/e1vijkd8cp']",0,71,0,0,8
"['...koruyabiliyor', 'olmanız', 'adına', 'savunma', 'sanatlatindan', 'birini', 'yapıyor', 'olmanız', 'çok', 'önemli...', 'herhangi', 'bir', 'savunma', 'sporu', 'ile', 'uğraşmıyor...']",1,134,0,0,23
"['o', 'sporting', 'continua', 'ser', 'grande', 'europa', 'futebol', 'https://t.co/g7tf6rq8i0']",0,77,0,0,10
"['rt', '@lissaniamenezes:', 'angola', 'ainda', 'ratificou', 'acordo', 'ortográfico', 'língua', 'portuguesa', '😊escrevam', 'bem', 'yh']",0,106,0,0,16
"['la', 'gran', 'mentira', 'https://t.co/azeotniqhw']",0,39,0,0,3
"['em', 'meio', 'escândalos', 'corrupção', 'nepotismo,', 'presidente', 'angola', 'anunciou', 'tentará', 'reeleição', '2017....', 'https://t.co/mnlxsqs3vg']",0,140,0,0,19
"['tenho', 'certeza', 'amigo', '@randpaul', 'trará', 'novo', 'maravilhoso', 'plano', 'saúde', 'pública', 'porque', 'sabe', 'oba…', 'https://t.co/rlsbtldcug']",0,140,0,0,24
"['pq', 'q', 'ha', 'fufas', 'almeirim', 'nunca', 'soub']",1,44,0,0,10
"['#angola', '«angola.', '""se', 'possível', 'produzir', 'cartão', 'eleitoral', 'fiável', 'porque', 'conceder', 'bilhete', 'de...', 'https://t.co/5whbqmhuph']",0,132,0,0,18
"['pode', 'ser', 'gorda,', 'pode', 'ser', 'fe']",0,29,0,1,5
"['the', 'concept', 'of', 'having', 'my', 'icon', 'picture', 'of', 'is', 'so', 'foreign', 'im', 'ngl']",1,69,0,0,15
"['principalmente', 'irmãs', 'adoram', 'falar', 'quanto', 'feia', 'gorda', 'lindas', 'perfeit']",1,95,0,2,16
"['gostaria', 'dizer', 'enquanto', 'sentindo', 'gorda', 'feia', 'n', 'quero', 'ver', 'cara', 'ning']",1,99,0,1,19
"['rt', '@israelcristo10:', '@blogdopim', 'o', 'stf', 'quer', 'de', 'qualquer', 'forma', 'barrar', 'o', 'jair', 'bolsonaro', 'de', 'se', 'candidatar', 'a', 'presidente', 'em', '2018!!!!!!!!!!\n#stfnão…']",0,140,0,0,21
"['rt', '@blogdopim:', 'depois', 'justiça', 'sequestrou', 'cobertura', 'r$', '1,5', 'mi', 'ocupada', 'lula,', 'aposto', 'lulistas', 'cogitaram', 'fazer', 'vaquinha', 'pag…']",0,140,0,0,22
"['rt', '@blogdopim:', 'gente', 'comum', 'frequência', 'deixa-se', 'levar', 'histeria', 'esquerda.', 'é', 'preciso', 'descrever', 'íntegra', 'quão', 'ridícula', 'é.', 'm…']",0,140,0,1,25
"['rt', '@mblivre:', '.@danielcoelho45', 'proponentes', 'reforma', 'mbl/fipe', 'previdência.', 'aposentadoria', 'digna', 'justa', 'todos,', 'p…']",0,140,0,0,22
"['rt', '@mblivre:', 'bruno', 'solto.', 'presidente', 'pco,', 'quer', 'matar', 'conservadores,', 'processo', 'tem.', 'bolsonaro', 'processado', 'réu.', 'estranho.', 'htt…']",0,140,0,0,21
"['gorda', 'feia', 'falsa', 'vai', 'tomar', 'cu', 'man']",1,43,0,2,9
"['rt', '@oficialmrcatra:', 'o', 'pênis', 'melhor', 'alimento', 'feminino,', 'pois', 'contém', 'carne,', 'leite,', 'ovos', 'enche', 'barriga', '9', 'meses', 'hah']",1,123,0,1,21
"['best', 'strategies', 'your', 'remnant', 'ad', 'inventory', 'https://t.co/utkh9qo8yb', 'https://t.co/ws4sofuqtx']",0,93,0,0,8
"['nem', 'menos', 'stf', 'https://t.co/izszvkiqra', 'via', '@cartacapit']",0,62,0,0,7
"['cara', 'gorda', 'feia', 'roberta', '#bbb17']",1,38,0,1,7
"['a', 'cara', 'da', 'feia', 'da', 'vivian', 'e', 'da', 'gorda', 'da', 'roberta', 'são', 'as', 'melhores', 'coisas', 'esse', 'momento', 'eh', 'meu', '#bbb17']",1,96,0,0,19
"['magrela', 'feia', '—', 'sou', 'gorda', 'amor', 'https://t.co/tsu5xten3m']",1,53,0,1,7
"['@maddowblog', 'hope', 'many', 'states', 'do', 'the', 'same.', 'stop', ""putin's"", 'puppet', 'from', 'doing', 'more', 'harm', 'to', 'this', 'nation.', 'we', 'are', 'going', 'to', 'lock', 'him', 'up', '""believe', 'me""']",0,139,0,0,25
"['@hwirth', '@rickcarpiniello', 'bad', 'teams', 'tend', 'to', 'follow', 'keith', 'yandle', 'around.']",0,70,0,0,9
"['vamos', 'lutar', 'fim.', 'https://t.co/yr3ve0ue0w']",0,46,0,0,5
"['@taaaycarino', '@porrapaloma18', 'tá', 'curtindo', 'gente', 'feia', 'gord']",1,58,0,2,7
"['@nath_santos20', '-', 'coisa', 'feia', 'leitoa,', 'tá', 'gorda', 'igual', 'porca', '..', '😒😒😂']",1,72,0,1,16
"['gente', 'mulher', 'parece', 'tia', 'fica', 'cozinha', 'verdade', 'gênio', 'física', '#masterchefbr']",0,107,0,0,20
"['mano', 'q', 'mulher', 'inteligente', 'porra', 'tô', 'sentindo', 'burr']",1,58,0,2,10
"['se', 'mulher', 'excepcional', 'cozinha', 'vou', 'sentir', 'lixo...', 'sei', 'quebrar', 'ovo', 'direito!', '#masterchefbr']",0,115,0,0,19
"['o', 'mulher', 'falando', '???', 'eu', 'tô', 'esperando', 'comida', 'falando', 'sobre', 'sla.', 'me', 'senti', 'burra', '#masterchefbr']",1,116,0,1,20
"['a', 'mulher', 'engenheira', 'nuclear', 'consegue', 'ser', 'boa', 'cozinha', 'puta', 'merdaaaaa', '#masterchefbr']",0,88,0,2,13
"['rt', '@opsluanjo:', 'gente', 'mulher', 'parece', 'tia', 'fica', 'cozinha', 'verdade', 'gênio', 'física', '#masterchefbr']",0,122,0,0,22
"['plisss', 'https://t.co/wrxlb1vsbh']",1,30,0,0,1
"['@thienques', 'pra', 'mulher', 'ser', 'digna', 'pra', 'têm', 'q', 'ser', 'feia', 'gorda', 'fedida', 'porca', 'mal', 'comida', 'sustentada', 'pais', 'vendedora', 'shopping']",1,134,0,2,23
"['a', 'mulher', 'gênio,', 'vei.', 'me', 'sentindo', 'tão', 'burra', 'aqui', 'ceis', 'sab']",0,71,0,1,14
"['ai', 'socorro', 'jesus', 'deixa', 'mulher', 'programa', 'favor', 'pra', 'gente', 'ouvir', 'botar', 'conceitos', 'físicos', 'cozinha', '#masterchefbr']",0,128,0,0,21
"['alguém', 'consegue', 'ver', '#thisisus', 'chorar', 'litros?']",0,48,0,0,6
"['mulher', 'idiota', 'assim...errado', 'bofe', '😂😂😂😂', 'burra', 'pra', 'caralho', 'https://t.co/ruo11sgvo8']",1,105,13,1,17
"['all', 'i', 'have', 'to', 'say', 'is', 'would', 'people', 'i', 'know', 'quit', 'dying', 'i', ""don't"", 'have', 'time', 'thil']",1,78,0,0,17
"['parabéns', 'todas', 'mulheres', 'desse', 'mundo!', 'seja', 'vc', 'feia', 'linda,', 'nova', 'velha,', 'gorda', 'magra,', 'qero', 'q', 'saibam\nq', 'respeito', 'nunca', 'pode', 'faltar..']",0,140,0,1,25
"['gorda', 'feia', 'mata', 'kemilly', 'https://t.co/ljwuq55utl']",1,52,0,1,6
"['gorda', 'feia', 'nao', 'cabe', 'tela', 'celular', 'tão', 'gorda', 'https://t.co/fbl2xg6mwl']",1,77,0,1,12
"['~', 'ai,', 'fiz', '1', 'piada', 'sexista', 'machista', 'nada', 'disso,', 'vc', 'burra', 'senso', 'humor', '~', 'feliz', 'dia', 'da', 'mulh']",1,122,0,1,27
"['nas', 'opiniões', 'segue', 'tudo', 'normal.', 'fazendo', 'piada', 'estupro', 'coletivo', 'daquela', 'garota', 'lá', '33', 'q', 'mídia', 'parou', 'falar', 'geral', 'esqueceu', 'pi']",0,139,0,0,27
"['rt', '@julialcaz:', 'ojala', 'todas', 'las', 'personas', 'fueran', 'atentas', 'y', 'detallistas', 'en', 'las', 'minimas', 'cosas', ',', 'es', 'lo', 'lindo', 'hay!']",0,120,0,1,21
"['precisa', 'ser', 'macho', 'pra', 'postar/pensar', 'dessa', 'forma,', 'muita', 'mulher', 'assim', '*ache', 'burra*']",1,99,0,1,16
"['mariel', 'mania', 'feia', 'ficar', 'chamando', 'gorda', '😑🖕🏽']",1,59,0,1,14
"['dia', 'namorados,', 'dia', 'mulher', 'dia', 'glorioso.', 'benfica,', 'desde', '1904', 'pôr', 'prova', 'robustez', 'casamentos...']",0,114,0,0,20
"['cada', 'dia', 'patético', 'reinaldo...', 'https://t.co/dxbsukx9tg']",0,63,0,0,6
"['rt', '@odecarvalho:', '1)', 'o', 'senso', 'estético', 'primeira', 'básica', 'qualidades', 'intelectuais', 'humanas.', 'bebês', 'sabem', 'distinguir', 'bonito', 'do…']",0,139,0,0,23
"['rt', '@egocentricpapi:', 'mulher', 'inteligente', 'outro', 'mambo', 'ya,', 'como!', 'burra', 'não,', 'pode', 'ser', 'bue', 'bonita', 'burra', 'ta', 'gato,', 'pode', 'morrer..']",1,134,0,1,22
"['feliz', 'dia', 'mulheres', '!\ne', 'senhor', 'proteja', 'do\nislão', 'no\nbrasil', '!']",0,68,0,0,14
"['mulher', 'burra', 'invés', 'seguir', 'frente', 'anda', 'pra', 'trás', 'pra', 'cometer', 'err']",1,88,0,1,18
"['acabei', 'pagar', '20', 'reais', 'carregador', 'pq', 'esqueci', 'meu.', 'começando', 'dia', 'sentindo', 'mulher', 'burra', 'brasil']",1,120,0,1,23
"['rt', '@ray_souza1:', 'não', 'acho', 'burra', 'mulher', 'q', 'prefere', 'separa,', 'vive', 'mentiras...', '\notaria', 'gosta', 'ser', 'corna', 'faz', 'feliz…']",0,140,0,2,29
"['parabéns', 'mulheres', 'verdade\nmulher', 'inteligente', 'faz', 'dramas', 'verdadeiras', 'histórias\na', 'mulher', 'burra', 'his…', 'https://t.co/nrw8kkpupq']",1,140,0,1,19
"['@antonellaperezn', '@flansida', 'jajajajjajaajajajajjajajajjajajajjajaja', 'ay', 'la', 'puta', 'madre', 'odio,', 'recién', 'despierto', 'y', 'ya', 'estoy', 're', 'tent']",1,137,0,1,17
"['@mariaa_msj', 'quero,', 'assim', 'feia', 'gorda', 'cas']",1,61,0,1,11
"['hoje', 'lado', '""rosa""', 'festa...\nvenho', 'aqui', 'homenagear', 'parabenizar', 'todas', 'mulheres…', 'https://t.co/ycnzielbhh']",0,120,4,0,16
"['relatório', 'força', 'trabalho', 'linkedin:', 'jan', 'fev', 'consecutivamente', 'meses', 'fortes', 'contratação…', 'https://t.co/ddcouzudk']",0,139,0,0,19
"['#jobangebot,', 'mitarbeiter', 'für', 'die', 'projektdisposition', '/', 'produktionsplanung', '(m/w),', '#job', 'https://t.co/fahtg5z1x6']",1,108,0,0,9
"['feia', 'bonita', ',', 'gorda', 'magra', 'mulher', 'nasceu', 'ser', 'respeitada', '.', 'feliz', 'dia', 'mulher', 'todas', '🌹']",0,118,0,0,24
"['@dnpsp', 'a', 'vida', 'aqui', 'gozo', 'caralho', 'juiz', 'cabrão', 'vamos', 'zulmira', 'pai', 'sérgio', 'angola', 'existe', 'lei', 'voz', 'prova?']",0,139,0,1,28
"['sabemos', 'bem', 'sermos', 'boicotados', 'censurados,', 'vamos', 'protestar', 'contra', 'pensamento', 'único', 'sistema.\nhttps://t.co/tz1bilicxl']",0,138,0,0,20
"['rt', '@lxrryperff:', '6.-', 'tengo', 'miedo', 'https://t.co/ehsqvmep81']",0,55,0,0,5
"['feia', 'bonita,', 'gorda', 'magra,', 'for,', 'mulher', 'nasceu', 'ser', 'respeitada!']",0,81,0,0,13
"['isso', 'democracia', 'pro', 'reinaldão...', 'cada', 'dia', 'patético!', 'https://t.co/h4r3e7apxx']",0,82,0,0,9
"['5', 'beneficios', 'logras', 'al', 'ejercitarte', 'con', 'la', 'elíptica', 'https://t.co/p8zuy8rmsy', 'vía', '@zumbynew']",0,93,0,0,13
"['""namoras', 'cachopa', 'usas', 'dia', 'mulher', 'irem', 'duas', 'jantar', 'fora?', 'tas', 'burra?""\rnão,', 'mãe.', 'estou', 'pobre', '😂']",0,118,0,1,24
"['η', 'folli', 'follie', 'υποχωρεί', '1,13%', 'και', 'βρίσκεται', 'στα', '18,43', 'ευρώ', 'με', 'όγκο', '60', 'χιλ.', 'τεμάχια', 'και', 'αποτίμηση', '1,23', 'δισ.', 'ευρώ']",0,111,0,0,82
"['mulher', 'esperta', 'fica', 'rica,', 'mulher', 'burra', 'fica', 'pobre']",0,54,4,1,8
"['imagina', 'loko', 'dia', 'mulheres', 'recebessemos', 'respeito', 'https://t.co/hcue70ol5k']",1,91,0,0,11
"['a', 'burra', 'mulher', 'esqueceu', 'celular', 'ônibus', 'ta', 'chorando', 'aqui', 'busão', 'queria', 'r']",1,89,0,0,17
"['rt', '@ray_theone:', 'un', 'beso', 'con', 'mucho', 'amor', 'todos', 'mis', 'seguidores.', 'escuchen', 'https://t.co/y3sznc8jea\n@theangelsempire', '@aarw_', 'https://t.co/xg…']",0,140,0,0,17
"['rt', '@pauloap:', 'ué,', 'lutam', 'igualdade?', 'https://t.co/sfwmdec3q5']",0,65,0,0,7
