data,Hate_speech,length,laughs,bad_words,misspell
"['rt', '@', 'opsluanj', 'gent', 'mulh', 'parec', 'tia', 'fic', 'co', 'verdad', 'gêni', 'físic', '#', 'masterchefbr']",0,122,0,0,0
['plil'],1,30,0,0,1
"['mulh', 'gêni', 'vei', 'sent', 'tão', 'burr', 'aqu', 'ceil', 'sab']",0,71,0,1,1
"['ai', 'socorr', 'jesu', 'deix', 'mulh', 'program', 'favor', 'pra', 'gent', 'ouv', 'bot', 'conceit', 'físic', 'co', '#', 'masterchefbr']",0,128,0,0,0
"['alguém', 'conseg', 'ver', '#', 'thisisu', 'chor', 'litr']",0,48,0,0,0
"['all', 'i', 'hav', 'to', 'say', 'is', 'would', 'peopl', 'i', 'know', 'quit', 'dying', 'i', 'dont', 'hav', 'tim', 'thil']",1,78,0,0,2
"['@', 'antonelaperezn', '@', 'flans', 'jajajajjajaajajajajjajajajjajajajjajaj', 'ay', 'la', 'put', 'madr', 'odi', 'recién', 'despiert', 'y', 'ya', 'estoy', 're', 'tent']",1,137,0,1,2
"['@', 'mariamsj', 'quer', 'assim', 'fei', 'gord', 'casal']",1,61,0,1,0
"['dia', 'mulh', 'eh', 'dia', 'irrit', 'c', 'hipocris', 'gent', 'burr', 'q', 'entend', 'real', 'sent', 'dess', 'dia']",0,103,0,1,0
"['hoj', 'lad', 'ros', 'fest', 'venh', 'aqu', 'homenag', 'paraben', 'tod', 'mulheres…']",0,120,4,0,2
"['#', 'jobangebot', 'mitarbeit', 'für', 'die', 'projektdisposition', 'produktionsplanung', 'mw', '#', 'job']",1,108,0,0,5
"['fei', 'bonit', 'gord', 'magr', 'mulh', 'nasc', 'ser', 'respeit', 'feliz', 'dia', 'mulh', 'tod', '🌹']",0,118,0,1,1
"['@', 'dnpsp', 'vid', 'aqu', 'goz', 'caralh', 'juiz', 'cabr', 'vam', 'zulm', 'pai', 'sérgi', 'angol', 'exist', 'lei', 'voz', 'prov']",0,139,0,1,3
"['sab', 'bem', 'serm', 'boicot', 'censur', 'vam', 'protest', 'contr', 'pens', 'únic']",0,138,0,0,1
"['rt', '@', 'lxryperf', '6', 'teng', 'mied']",0,55,0,0,1
"['fei', 'bonit', 'gord', 'magr', 'mulh', 'nasc', 'ser', 'respeit']",0,81,0,1,0
"['democrac', 'pro', 'reinald', 'cad', 'dia', 'paté']",0,82,0,0,1
"['5', 'benefici', 'logr', 'al', 'ejercitart', 'con', 'la', 'elíp', 'vía', '@', 'zumbynew']",0,93,0,0,2
"['η', 'fol', 'foli', 'υποχωρεί', '113', 'και', 'βρίσκεται', 'στα', '1843', 'ευρώ', 'με', 'όγκο', '60', 'χιλ', 'τεμάχια', 'και', 'αποτίμηση', '123', 'δισ', 'ευρώ']",0,111,0,0,16
"['mulh', 'espert', 'fic', 'ric', 'mulh', 'burr', 'fic', 'pobr']",0,54,4,1,1
"['imagin', 'lok', 'dia', 'mulh', 'recebes', 'respeit']",1,91,0,0,2
"['burr', 'mulh', 'esquec', 'celul', 'ônibu', 'ta', 'chor', 'aqu', 'bus', 'quer', 'rir']",1,89,0,1,1
"['rt', '@', 'raytheon', 'un', 'bes', 'con', 'much', 'am', 'tod', 'mi', 'segu', 'escuchen', '@', 'arw']",0,140,0,0,2
"['rt', '@', 'pauloap', 'ué', 'lut', 'igualdad']",0,65,0,0,1
"['rt', '@', 'blogfemin', '8', 'març', 'vam', 'junt', 'dê', 'rt', 'diz', '#', '8mbrasil', '#', '8mbr', '#', 'eupar']",0,127,0,0,0
"['adiant', 'nad', 'faz', 'text', 'dia', 'mulh', 'lig', 'calcent', 'cham', 'atend', 'burr', 'diz', 'ser', 'mulh']",1,140,0,1,2
"['rt', '@', 'khaledq28', 'ميليسي', 'رغم', 'الوقت', 'الضيق', 'وضغط', 'المباريات', 'الا', 'انا', 'استرجعنا', 'لياقتنا', 'وأستعدينا', 'لمباراة', 'الفتح', 'التي', 'تعتبر', 'لنا', 'مباراة', 'نهائي']",0,135,0,0,18
"['conf', 'contribu', 'integr', 'blog', 'marc', 'insect', 'sho', 'real']",0,140,0,0,1
"['sab', 'dia', 'mulh', 'vir', 'tant', 'gent', 'burr', 'fal', 'bost', 'internet']",0,84,0,2,0
"['the', 'lat', 'fa', 'sho']",0,42,0,0,1
"['@', 'ronanoliv', '@', 'jpriscila26', 'cuid', 'burr', '🤗', 'proteça', 'ediç', 'mulh', 'program', 'ta', 'pint', 'vit', 'persegu']",1,138,0,1,2
"['rt', '@', 'alexrousef171', 'pov', 'com', 'lix', 'prosper', 'comun', 'bolivari', 'luladr', 'orcrim', 'apodrec', 'cade', 'ht…']",0,140,0,0,4
"['assim', 'cab', 'pal', 'educ', 'sex', 'filhosqu', 'desenh']",0,100,0,0,1
"['rt', '@', 'arnaldoluisb', '@', 'marisalob', '@', 'semprefamil', 'complet', 'mulh', 'úter', 'ger', 'filh', 'hom']",1,106,0,0,0
"['pnr', 'marc', 'protest', '“', 'liberdad']",0,72,0,0,2
"['rt', '@', 'ashemal', 'خيّب', 'اله', 'فال', 'عدوانك', 'وخابوا', 'يابو', 'فهـد', '🇸🇦', '#', 'فشلمحاولةاغتيالالملكسلمان']",0,111,0,0,8
"['@', 'torvimora', 'vc', 'cham', 'gord', 'fei', '😡']",1,42,0,1,1
['htpstco7lnrxzxsfb'],0,23,0,0,1
"['cas', 'rufin', 'antóni', 'avanç', 'procurad', 'geral', 'repúbl', '#', 'notíc']",0,122,0,0,1
"['mt', 'burr', 'menin', 'fal', 'feliz', 'dia', 'mulh', 'ai', 'pra', 'perceb']",1,90,0,1,0
"['@', 'fabismorel', 'mig', 'nao', 'livr', 'estud', 'promoça', 'mulh', 'burr']",1,72,0,1,2
"['@', 'larisasandy18', 'faz', 'luz', 'burr', 'mulh', 'fez', 'merd', 'tá', 'horr']",1,76,0,2,0
"['rt', '@', 'islandrecord', 'congrat', 'to', 'our', '@', 'iheartradi', '#', 'iheartaward', 'win', '@', 'shawnmend', 'and', '@', 'dlovat']",0,121,0,0,2
"['séri', 'sei', 'pi', 'vid', 'vey', 'ser', 'pobr', 'ser', 'pobr', 'gord', 'fei']",1,90,0,1,1
"['deu', 'acid', 'aqu', 'esquin', 'cas', 'pra', 'ouv', 'pedr', 'grit', 'cham', 'mulh', 'burr', 'k']",1,111,7,1,0
"['@', 'estudio', 'ter', 'temp', 'pra', 'cuid', 'famíl', 'grand', 'problem', 'pra', 'mulh', 'pra', 'qq', 'pesso', 'trabalh', 'filh']",0,118,0,0,0
"['@', 'angolanoviril', 'algum', 'motiv', 'pens', 'dev', 'ser', 'cab', 'verd', 'porqu', 'cab', 'verd', 'sei', 'propósit', 'o…']",0,140,0,0,1
"['mund', '#', 'meuamigosecret', '#', 'nãoàculturadoestupr', '#', 'feminicídion', '#', 'nenhumaamen', 'celebr', '#', 'diainternacionaldamulh']",0,132,0,0,0
"['rt', '@', 'dede', '@', 'monicafrag', 'lo', 'má', 'vali', 'en', '@', 'panedomex', 'sin', 'dud', 'lo', 'mej', 'pan', 'toluc', 'síganl', 'lueg', 'pierden', 'elecion', 'y', 'ti…']",0,140,0,0,7
"['rt', '@', 'g1', 'mov', 'soc', 'cole', 'femin', 'protest', 'direit', 'mulh', 'sp', '#', 'diadamulh', '#', 'g1']",0,140,0,0,2
"['rt', '@', 'hufpostbrasil', 'enquant', 'prior', 'vam', 'consegu', 'diminu', 'índic', 'viol', 'contr', 'mulh', '#', 'diadamulh']",0,140,0,0,0
"['rt', '@', 'egocentricpap', 'mulh', 'apanh', 'hom', 'aind', 'assim', 'continu', 'bur', 'at', 'pergunt', 'nad', 'burr', 'acab']",1,129,0,1,1
"['dia', 'dess', 'aparec', 'propagand', 'aqu', 'tl', 'sobr', 'tr', 'ser', 'vers', 'pirat', 'mulh', 'fiq', 'apen', 'wtf', 'gent', 'burr']",1,132,0,1,2
"['rt', '@', 'cslsilv', 'mulh', 'burr', 'machuc', 'braç']",1,46,0,1,0
"['@', 'tugalix', 'entrev', 'fez', 'angol', 'tip']",0,65,0,0,1
"['sen', 'paran', 'mand', 'mulh', 'faz', 'grev', 'sex', '#', 'felizdiainternacionaldasmulh']",0,119,0,0,1
"['grand', 'prim', 'part', 'continu', 'acredit', 'vam', 'caralh', '#', 'bvbslb']",0,67,0,1,0
"['acredit', 'cad', 'sen']",0,72,0,0,0
"['hom', 'govern', 'suéc', 'bol', 'afemin', 'acas', 'refugi', 'deit', 'rol', 'naque…']",1,140,0,1,2
"['barcel', 'acab', 'faz', 'vai', 'fic', 'sempr', 'histór', 'futebol', 'remont', 'incr']",0,102,0,0,1
"['rt', '@', 'meshar', 'حدثت', 'المعجزه', 'حدثت', 'أكبر', 'عجائب', 'كرة', 'القدم', 'حدثت', 'أكبر', 'غرائب', 'وجنون', 'كرة', 'القدم', 'برشلونه', 'يتأهل', 'في', 'سيناريو', 'تاريخي']",0,116,0,0,18
"['si', 'tien', '3', 'sel', 'es', 'ric', '🐽']",0,28,0,0,1
"['rt', '@', 'candeurs', 'buen', 'chic', 'el', 'barç', 'hiz', '6', 'gol', 'buen', 'per', 'ya', 'fin', 'vam', 'calmarn']",0,89,0,0,3
"['rt', '@', 'eyadawoud30', 'barcel', '🔵🔴', 'ye', 'we', 'can', 'ye', 'we', 'mad', 'it', '🔴🔵🔴🔵❤', '#', 'forçabarç', '#', 'ucl', '#', 'fcbpsg', '#', 'برشلونةباريس', '#', 'برشلونة', '#', 'barcel']",0,140,0,0,2
"['@', 'coebrav', 'fod', 'to', 'ai', 'gord', 'fei', 'idiot']",1,50,0,3,0
"['@', 'juventusx6', '@', 'harikril', 'fak', 'new']",0,32,0,0,1
"['rt', '@', 'joaomhenriqu', 'dia', 'hoj', 'onz', 'benf', 'dortmund', 'únic', 'mulh', 'vergonh']",1,115,0,0,2
"['teach', 'should', 'just', 'writ', 'how', 'many', 'word', 'they', 'want', 'rath', 'than', 'put', '1020they', 'know', 'it', 'ending', 'at', 'the', '10th', 'word']",0,118,0,0,4
"['rt', '@', 'eitabarbz', 'ach', 'mó', 'engraç', 'galer', 'tent', 'cham', 'atenç', 'fznd', 'piad', 'burr', 'sobr', 'dia', 'mulh']",0,110,0,1,2
"['#', 'diadasmulh', 'leu', 'mulh', 'hoj']",0,65,0,0,0
"['send', 'azulin', 'bicol', 'bonit', 'fei', 'magr', 'gord', 'import', 'vc', 'sempr', 'respeit', 'mulh', 'tod', 'ness', 'vid']",0,140,0,1,2
"['esper', 'pov', 'q', 'aceit', 'cão', 'cor', 'abr', 'port', 'refugi', 'iso', 'noj']",1,108,0,1,0
"['daqu', 'pouc', '21hr', 'estre', 'document', '#', 'euvocêtodasnó', '@', 'canalfut', 'doc', 'fal', 'sobr', 'femin', 'ciberat', 'perc']",0,133,0,0,2
"['@', 'lovedovahkin', 'ver', '¿la', 'organización', 'ye', 'lo', 'hay', 'una', 'lást']",1,80,0,0,2
"['mulh', 'dia', 'mulh', 'tod', 'bonit', 'rest', 'ano', 'gaj', 'fei', 'gord', 'vês', 'mesmo…']",1,140,0,1,2
"['filh', '14', 'ano', 'sofr', 'bullying', 'sofr', 'desd', '8', 'ano', 'pq', 'cabel', 'pret', 'pq', 'gord', 'pq', 'fei', 'pesso', 'par']",1,134,0,1,0
"['@', 'brbaramaciel8', 'krl', 'ue', 'gnt', 'pra', 'qm', 'fal', 'n', 'med', 'prim', 'mn', 'oqe', 'fal', 'pra', 'n', 'import', 'gord', 'magr', 'fei', 'oqe']",0,138,0,1,5
"['@', 'esportsg', 'splyc']",1,20,0,0,1
"['tá', 'sup', 'legal', 'document', '#', 'euvocêtodasnó', 'pass', 'agor', '@', 'canalfut', 'dá', 'pra', 'acompanh', 'aqu', 'gtgt']",0,137,0,0,1
"['rt', '@', 'canalfut', 'assist', 'qualqu', 'moment', 'aqu', 'htpstcok6gemutn']",0,100,0,0,1
"['i', 'semin', 'femin', 'sobr', 'encarcer', 'encarcer', 'mulh', 'fenômen', 'últ', 'ano', 'vem']",0,137,0,0,0
"['rt', '@', 'deadput', 'angol', 'consider', 'melhor', 'destin', 'europ', '2018', 'desist', 'vid']",0,94,0,0,1
"['raiv', 'daquel', 'mulh', 'burr', 'deu', 'pont', 'igual', 'car']",1,63,0,1,0
"['radi', 'talent', 'burr', 'coloc', 'mach', 'p', 'eneltec', 'mulh']",1,50,0,1,2
"['ah', 'porqu', 'nacion', 'dest', 'gaj', 'económ', 'tão', 'económ', 'quant', 'pcp', 'diferenç', 'pcp', 'quer', 'angol', 'volt']",0,136,0,0,3
"['@', 'laurensisart', 'gord', 'fei', 'mt', 'magr', 'mulh', 'mulh', 'específ', 'carai', 'vou', 'fal', 'nad']",1,138,0,1,1
"['mulh', 'burr', 'fic', 'pobrem', 'vou', 'diz', 'intelig', 'pod', 'enriquec', 'bucet', 'pod']",0,107,0,2,1
"['@', 'joycecle', 'dia', 'mulh', 'burr']",1,32,0,1,0
"['rt', '@', 'fcbwa7', 'بيكيه', 'من', 'الأفضل', 'أن', 'يتم', 'تعين', 'حاضنات', 'لمنازل', 'من', 'الأن', 'لأجل', 'الأطفال', 'الذين', 'سيولدو', 'بعد', '9', 'أشهر', 'اليلة', 'ليلة', 'فرح']",1,122,0,0,19
"['pass', 'aqu', 'pra', 'diz', 'nao', 'interess', 'put', 'sant', 'gord', 'magr', 'fei', 'bonit', 'am', 'pesso', 'pau', 'cu', 'tod']",1,138,0,4,0
"['refugi', 'muçulm', 'flagr', 'atac', 'políci', 'nacion', 'franc', 'manifest', 'anarqu']",0,140,0,0,1
"['pra', 'perd', 'document', '#', 'euvocêtodasnó', 'viv', '@', 'canalfut', 'chatei', 'tá', 'dispon', 'aqu', 'gtgt', 'vej']",0,144,0,0,1
"['cans', 'ver', 'mont', 'car', 'burr', 'pag', 'mach', 'mont', 'menin', 'burr', 'proc', 'googl', 'signific', 'ser', 'mulh']",1,135,0,2,0
"['ond', 'wach', 'alt', 'mosquit', '😒']",1,34,0,0,2
"['tid', 'mulh', 'real', 'gord', 'magr', 'alt', 'baix', 'pretabranc', 'fei', 'bonit', 'tod', 'mulh', 'real', 'mulh', 'real', 'outr']",0,140,0,1,1
"['rt', '@', 'dcjrcantrel', '#', 'trumps7wordwiretapleak', 'pictur', 'tell', 'the', 'tal', 'see', 'the', 'diferenc']",0,110,0,0,1
"['tô', 'gord', 'n', 'consig', 'emagrec', 'cert', 'q', 'gastrit', 'tá', 'pior', 'pq', 'pass', 'mal', 'n', 'ingl', 'fluent', 'n', 'sei', 'nad', 'fei']",1,133,0,1,0
"['robert', 'fei', 'fals', 'rídicul', 'gord', 'outr', 'cois', 'q', 'poss', 'dzr', 'aqu', 'risc', 'procesov', 'sair', 'reje', 'max', '#', 'b17']",1,139,0,1,4
"['manhã', 'fic', 'so', 'cas', 'porqu', 'tod', 'irm', 'vão', 'pra', 'escol', 'mãe', 'vai', 'trabalh', 'aí']",0,136,0,0,0
"['mulh', 'espert', 'sab', 'ter', 'hom', 'palm', 'mão', 'mulh', 'burr', 'apen', 'ach', 'vd', 'nad']",1,108,0,1,1
"['@', 'sybyl', 'algum', 'dic', 'livr', 'ficçã', 'científ', 'pod', 'ser', 'lid', 'crianç']",0,97,0,0,0
"['rt', '@', 'eobal', 'mulh', 'espert', 'sab', 'ter', 'hom', 'palm', 'mão', 'mulh', 'burr', 'apen', 'ach', 'vd', 'nad']",1,121,0,1,1
"['losu', 'pay', '😠', '#', 'porukiswamybjp', '#', 'chel']",0,60,0,0,3
"['@', 'y1u2k0607', 'もう帰ったわ笑']",0,19,0,0,1
"['@', 'tamirobertson17', '@', 'realdonaldtrump', 'am', 'folowing', 'u', 'ms', 'tam']",0,56,0,0,2
"['🔊and', 'the', 'call', 'isnt', 'out', 'ther', 'at', 'all', 'it', 'insid', 'it', 'lik', 'the', 'tid', 'alway', 'falling', 'and', 'rising']",0,131,0,0,3
"['rt', '@', 'snsdrug', 'jihy', 'fei', 'jihy', 'gord', 'por', 'quer', 'ser', 'fei', 'gord', 'jihy', 'pf']",1,98,0,1,3
"['lembr', 'd', 'pai', 'cham', 'mulh', 'd', 'burr', 'par', 'delegac', 'fal', 'bur', 'fal', 'q', 'burr']",1,136,0,1,1
"['gord', 'fei']",1,12,0,1,0
"['tá', 'pra', 'nasc', 'mulh', 'burr', 'to', 'celul', 'pq', 'esquec', 'cab', 'comput', 'estági']",1,92,0,1,0
"['@', 'ramonsm16', 'legal', 'sei', 'fei', 'gord']",1,64,0,1,0
"['اله', 'أكبر']",0,33,0,0,2
"['sint', 'mulh', 'verdad', 'ofend', 'outr', 'mulh', 'chamando', 'fei', 'estranh', 'magrel', 'gord', 'etc']",0,112,0,1,1
"['#', 'azerbaijan', '#', 'armen', 'acundan', 'sibel', 'can', 'jest']",0,68,0,0,3
"['052', 'ct', 'emerald', 'mem', 'engagement', 'wedding', 'ring', 'in', '14kt', 'gold', 'ov', 'silv']",1,93,0,0,4
"['rt', '@', 'lyc', 'tod', 'vez', 'vej', 'hom', 'coment', 'tod', 'femin', 'sapat', 'vontad', 'grit', 'ouv', 'der']",1,125,0,1,1
"['rt', '@', 'blogdopim', 'tucan', 'disting', 'mal', 'pt']",0,71,0,0,1
"['curs', 'especi', 'gest', 'financ', 'angol', 'deix', 'oportun', 'pas', 'consulten']",0,129,0,0,2
"['nation', 'orientation', 'agencycislac', 'partn', 'on', 'anticoruption', 'campaign', 'htpstcoy2yugxgca']",1,120,0,0,6
"['incr', 'facil', 'sapata', 'pra', 'namor']",1,49,0,1,1
"['@', 'belaf', 'aceit', 'pq', 'sapat', 'sinistr']",1,47,0,1,1
"['odei', 'sapat', 'iso', 'desapeg', 'ex', 'nunk']",1,47,0,1,3
"['angol', 'fal', 'criol', 'poss', 'ensin', 'danç', 'kizomb', 'pár', 'diz', 'ewe', 'xe', 'fal', 'cmg']",1,114,0,0,5
"['sal', 'sapata', 'vi']",1,29,0,2,1
"['rt', '@', 'banij', '@', 'gauaharkhan', 'what', 'to', 'your', 'such', 'bolywod', 'st', 'yar']",0,78,0,0,3
"['rt', '@', 'danversawy', 'to', 'dúv', 'min', 'sapata', 'fal', 'gost', 'anavit']",1,119,0,1,2
"['bom', 'dia', 'pra', 'sapat']",1,23,0,1,1
"['@', 'tercihayirok']",0,38,0,0,0
"['rt', '@', 'coimbrinha04', 'amo', 'sorris']",0,35,0,0,0
"['vontad', 'polít', 'tom', 'necessár', 'med', 'cois', 'acontec', '@', 'realdonaldtrump…']",0,124,0,0,0
"['ngm', 'qu', 'ir', 'cmg', 'noit', 'branc']",0,34,0,0,2
"['rt', '@', 'sinistro89', '@', 'letl', 'amo', 'boc', 'drag', 'branc', 'olh', 'azuil', 'sz']",0,76,0,0,1
"['deix', 'test', 'matemá', 'branc', 'k', 'melhor', 'ver', 'car', 'deboch', 'profes']",0,90,3,0,0
"['verniz', 'branc', 'fei', 'parec', 'corre', '😖']",0,51,0,1,1
"['presid', 'drag', 'volt', 'mostr', 'descontent', 'invict', 'azul', 'branc']",0,113,0,0,0
"['prim', 'vez', 'sai', 'tod', 'branc', 'pesso', 'vão', 'ach', 'pai', 'sant']",0,79,0,0,0
"['qnd', 'q', 'decid', 'q', 'vest', 'pret', 'ter', 'gat', 'branc', 'boa', 'ide']",0,78,0,0,1
"['clar', 'deix', 'pass', 'branc', 'direit', 'pul', 'pa', '#', 'amigas…']",0,113,0,0,0
"['port', 'acolh', 'abril', 'dia', 'boa', 'açõ', 'invict', 'azul', 'branc']",0,95,0,0,0
"['rt', '@', 'tatamoreira25', 'dia', 'ont', 'k', 'lok']",0,61,8,0,1
"['rt', '@', 'umaguriapen', 'ador', 'ouv', 'músic', 'trist', 'carr', 'porqu', 'encost', 'cabeç', 'vidr', 'imagin', 'lind', 'clip']",0,116,0,0,0
"['to', 'sapata', 'scr']",1,24,0,1,2
"['biciclet', 'infant', 'juvenil', 'aro', '20', 'cindy', 'magent', 'fosc', 'track', 'bik', 'r', '36378', 'r', '1345…']",0,121,0,0,4
"['purific', 'águ', 'ibl', 'mio', 'natur', 'branc', 'cupom', 'descont', 'rca27231']",0,122,0,0,2
"['rt', '@', 'diogosabi', 'sol', 'dest', '8', 'manhã', 'gnd', 'mim', 'faz', 'lembr', 'mt', 'ver', 'gaj', 'aguent', 'tar', 'fech', 'sal', 'aul']",0,136,0,0,2
"['rt', '@', 'kordeido', '6', 'emily', 'field', 'fod', 'emay', 'lind', 'sim', 'mar', 'sapat', 'merec', 'bem', 'tom', 'tant', 'cu', 'vez', 'ach', 'qu…']",1,140,0,3,3
"['rio', 'branc', 'perd', 'cas', '02', 'josé']",0,63,0,0,0
"['temp', 'tao', 'bom', 'ir', 'grup', 'amig', 'á', 'prai', 'sent', 'are', 'apanh', 'sol', 'fal', 'sobr', 'cen']",0,111,0,0,0
"['rt', '@', 'drhousefl', 'últ', 'pra', 'pass', 'branc', 'libert', 'tim', 'bom', 'pênalt', 'faz', 'diferenç', 'flameng', 'aquém']",0,128,0,0,1
"['@', 'gbila19', '@', 'satsld', 'vc', 'gord', 'k', 'luan', 'verd', 'bet', 'fei', '😂❤', '1010']",1,90,3,1,2
"['@', 'josepmtrindad', 'brinc', 'desculp', 'tud', 'deix', 'pass', 'branc']",0,94,0,0,0
"['rt', '@', 'joanag129', 'lind', 'vermelh', 'branc', '🔴⚪', '#', 'caregabenf', '#', 'thewalkingdead']",0,103,0,0,1
"['concurs', 'prefeit', 'viscond', 'rio', 'branc', '2017', '–', 'inscr']",0,87,0,0,1
"['chá', 'chá', 'chá', 'verd', 'chá', 'pret', 'chá', 'branc', 'tod', 'parec', 'águ', 'ah']",0,71,0,0,0
"['aind', 'bem', 'sapat', 'precis', 'diss']",1,48,0,1,1
"['@', 'cancerjack', 'basic', 'mioj', 'calabr', 'linguiç', 'tosc', 'molh', 'branc']",0,82,0,0,2
"['rt', '@', 'bilkuchman', 'it', 'ice', 'versu', 'fir', 'on', 'the', 'post', '#', 'gameofthron', 'season', '7', '#', 'gots7']",0,111,0,0,0
"['ach', 'cabel', 'branc', 'sint', 'ano', 'tint', 'cheg', '😔']",1,72,0,0,1
"['vou', 'ter', 'compr', 'tud', 'branc', 'ate', 'sei', 'menos', 'ond', 'ach']",0,74,0,0,0
"['rt', '@', 'caleira94', '3700', 'adept', 'ver', 'benf', 'alemanh', '🇩🇪', 'lind', 'vermelh', 'branc', '⚪🔴']",0,96,0,0,3
"['statu', 'peg', 'ub', 'clich', 'vid', 'ca', 'sapat', 'ouv', 'ana', 'carolin']",1,75,0,1,2
"['q', 'us', 'jalec', 'calç', 'branc', 'tênil', 'branc', 'red', 'másc', 'luv', 'adiv', 'nad']",0,106,0,0,0
"['@', 'biarantesre', 'jur', 'ia', 'com', 'ach', 'chocolat', 'branc', '🙈', 'socorr', '🙈']",0,82,0,0,2
"['@', 'girafadatat', 'sim', 'odei', 'atitud', 'escrot', 'ser', 'sapat']",1,59,0,2,2
"['rt', '@', 'pqmorilu', 'branc', 'msm']",1,54,0,0,1
"['rt', '@', 'seguidorbris', 'rost', 'bonit', 'envelhec', 'maqui', 'sai', 'águ', 'pel', 'bonit', 'enrug', 'cabel', 'lind', 'fic', 'branc', 'corp', 'lind', 'cai', 'mas…']",0,139,0,0,1
"['daqu', 'pouc', 'mud', 'pret', 'vermelh', 'p', 'pret', 'branc', '😂']",0,61,0,0,1
"['centr', 'trânsit', 'lent', 'rua', 'pedr', 'ivo', 'desd', 'rua', 'joã', 'negr', 'proxim', 'term', 'guadalup', 'rua', 'barã', 'rio', 'branc']",0,139,0,0,2
"['download', 'cabel', 'afr', 'pra', 'the', 'sim', '4', 'pra', 'ilustr', 'gur', 'coloc', 'mont', 'sim', 'branc', 'loir', 'mig', 'cust']",0,124,0,0,2
"['pai', 'vei', 'pergunt', 'mulh', 'tão', 'burr', 'pra', 'ter', 'filh', 'nov', 'adolesc', 'tal', 'dei', 'opin', 'agor', 'ta', 'brab', 'comig']",1,139,0,1,0
"['rt', '@', 'fern', 'pq', 'tão', 'dificil', 'admit', 'q', 'ser', 'hom', 'mulh', 'gay', 'n', 'branc', 'negr', 'n', 'diz', 'nad', 'q', 'ha', 'gent', 'honest', 'n', 'boa', 'r…']",0,140,0,1,1
"['rt', '@', 'senhorsat', 'olá', 'menin', 'vc', 'ach', 'pass', 'deline', 'branc', 'fic', 'bonit', 'gat']",1,138,0,0,0
"['rt', '@', 'cokiedokok', 'kok', '1', 'bols', 'exércit', 'outr', 'sup', 'tend', 'td', 'góticotênil', 'branc', 'pq', 'alô', 'car', '#', 'btswelcomebacktochil']",0,140,0,0,2
"['levantes', 'di', 'cabel', 'branc', 'honr', 'hom', 'idos', 'tem', 'deu', 'jeov', 'lv', '1932']",0,108,0,0,2
"['arrisq', 'cant', 'cançã', 'tribut', 'demil', 'rous', 'emocion', 'fiq', 'recei', 'dar', 'branc', 'hor']",0,140,0,0,2
"['ser', 'presid', 'sinal', 'ser', 'excepc', 'vid', 'tem', 'col', 'lul', 'sarney', 'castel', 'branc', 'jang', 'getúli', 'todos…']",0,139,0,0,4
"['vsf', 'man', 'fic', 'perplex', 'ver', 'uma', 'desgr', 'apoi', 'uma', 'cois', 'tão', 'absurd', 'dia', 'negr', 'fal', 'salv', 'negr', 'branc']",0,140,0,0,1
"['lind', 'cabid', 'tod', 'branc', 'coraçã', 'apliqu', 'pérol', 'noiv', 'elisangel']",0,111,0,0,2
"['nov', 'dia', 'págin', 'branc', 'vid', 'escrev', 'apen', 'val', 'pen', 'bom', 'dia']",0,116,0,0,0
"['ate', 'aqu', 'gent', 'rio', 'branc', 'persegu', '😒']",0,50,0,0,1
"['poss', 'us', 'lav', 'tênil', 'branc']",0,41,0,0,0
"['aceit', 'fazdecont', 'hipocris', 'lut', 'contr', 'cens', 'sistem', 'marxismocult', '@', 'esquerdanet']",0,140,0,0,2
"['sapata', 'nao', 'dev', 'sent', 'cólic', 'menos', 'menstru', '😒']",1,58,0,1,2
"['rt', '@', 'frasesdegay', 'prim', 'sapat', 'prim', 'sapat']",1,75,0,1,2
"['rt', '@', 'becsamorim', 'quer', 'dedic', 'tweet', 'sapaton', 'obrig', 'vid', 'ser', 'sapat', 'bj']",1,99,0,1,3
"['@', 'giane13', 'sapat', 'bem', 'cois', 'sapat', 'shauisha']",1,57,0,1,3
"['foró', 'ouv', 'ont', 'hom', 'cham', 'mulh', 'pra', 'danç', 'agarr', 'boiol', 'mulh', 'aceit', 'sapat']",1,122,0,2,3
"['tô', 'inconform', 'chor', 'pud', 'ser', 'tão', 'burr', 'sempr', 'pens', 'solang', 'avi', 'mulh', 'xand', 'vou', 'consegu', 'super', '😖']",0,140,0,1,3
"['[', '93', '091', ']', 'jhu', '❤', 'bom', 'vi', 'lindo❤', '[', '93', '091', ']', 'dj', 'lui', 'bom', 'dia', 'sapat', 'gostoz', '😍❤']",1,97,0,2,11
"['obrig', 'amigosj', 'pass', '600', 'inscrit', '24', 'hor', 'inscrevas', 'nov', 'canal', 'entrev', 'vam']",0,136,0,0,2
"['rt', '@', 'jizeliev', 'i', 'fucking', 'hat', 'school', 'lik', 'on', 'som', 'real', 'shit']",1,59,0,0,0
"['sempr', 'vál', 'saud', 'sapat']",1,31,0,1,1
"['rt', '@', 'vascaindi', 'difícil', 'pra', 'min', 'burr', 'inseg', 'nunc', 'conquist', 'nad', 'conviv', 'mulh', 'bonit', 'intelig', 'independente…']",0,139,0,1,1
"['rt', '@', 'cusbah', 'dossi', 'sapat', 'revoluç', 'exist', 'resist', 'lesbian', 'encruzilh', 'subaltern', '2603']",1,140,0,1,3
"['rt', '@', 'rhrays', '[', '8h06', '07032017', ']', 'naily', 'vai', 'ter', 'cschaç', '[', '8h06', '07032017', ']', 'naily', 'vár', 'sapat']",1,97,0,1,8
