text,hate_speech
"E mais: odeia o Bolsonaro?
Então fala ai dos projeto dele q tu discorda e porquê.Vamos ver sua inteligencia,nível d _ https://t.co/r1mH16f0GS",0
"Eles têm que cortar a cabeça! Agora, quando @LulapeloBrasil chama a militância sapatoo de clérigo forte, ela deve ser derrotada. https://t.co/EJsaATZwus",1
'Esse cara vai chupar um pau',1
"Argumento: ""tu é burro""
não refuta nada do que falei com fatos , lógica e verdade!
VocÊ vive e se esconde dentro de _ https://t.co/tcg0ThD0Ak",0
Junta esse gráfico com a proposta de reforma da previdência e tirem suas conclusões. https://t.co/LOMHLndjHX,0
'Arregao',0
"RT @GABRIELPlNHEIRO: Nem todo trans é estuprador mas existem, sim Não vamos deixar as meninas com homens no banheiras sozinhas https://t.co _",1
RT @rafaelasf7: Agora tá na moda colocar a culpa nos países do OM. Não se engane e aos outros.Quem produziu REFUGIADOS foram EUA e OTAN @Ab _,0
'esse cara gosta de charuto de mortadela entre as pernas',1
"FONGAS, FUFAS, SAPATONAS, LESBICAS - Ike https://t.co/VRksVR4JsT",1
A praga está valendo,0
'hahahahahahahahaa hahahahahaha E uma piada esse cara ',0
RT @GABRIELPlNHEIRO: Muçulmanos arrombam túmulos de judeus e cristãos https://t.co/34oF7ej9Pr,1
'Diminua seu salario tbm presidente Coloque um teto no salario de todos os politicos Estabeleca que o aumento dos seus salarios acompanhem o aumento do salario minimo ',0
RT @New_Delia: Países ricos não aceitam refugiados. Estão certíssimos. https://t.co/TbLOkymjZx,1
Que coisinha mais abençoada e fofa.... Lindo. https://t.co/MsAr80uT83,0
"esse tal de golpe aí é que nem o racismo
tá nos olhos de quem vê",0
AFINAL O TIME DO PRESÍDIO PRECISA DE GOLEIRO... https://t.co/wPxhSyvGDK,0
"Curso de Especialização em GESTÃO FINANCEIRA - Angola
Não deixe esta oportunidade passar!
Consulte-nos em _https://t.co/Fzd58YBJtY",0
'E a farra dos ministros POLITICOS  e mais gente do governo com aviao da FAB quem paga a conta esse corte na carne nao existe Agora se  viajassem em aviao de carreira ai se acreditava ',0
@pj_igor negros não vão gostar.,1
"RT @laurensexuals: Se você está usando roupas complexas, você é um ""cara grande"" ou dizem que estão envolvidos em algo que você fuma",1
'seu nome ja disse tudo e um maria mesmo',1
Quão baixo Obama foi pra grampear meus telefones durante um processo eleitoral sagrado. Isto é Nixon/Watergate. Car _ https://t.co/zXE4IlTA1B,0
Eu não seria capaz de lidar com tanto idiota na sala que fica me encarando ..,1
"@LivresParaFalar obrigada, publiquei e enviei para outros sites ",0
"RT @RumoCertoSim:  Não Tanto Quanto Você Militante @FafaGramacho1 Defensora De Ditaduras Em Angola, Cuba e Venezuela e Defensora Da Corrup _",0
'esses  energumenos  serao expurgados na proxima eleicao ',1
O homem que é homem não está vigiando a fazenda.,1
"Emma Stone pode ser usada em um saco de lixo cercado por sacos de lixo dentro do caminhão de lixo, o que nunca é ruim
# Oscars",1
"Bom em uma cama #mulhardewarded, gosta de seduzi-lo, o aprisiona. Ele gosta de provocar. E não há frescuras nisso.",1
O uso de turbantes por pessoas brancas é apropriação cultural? https://t.co/5AHZXH9SZB via @cartacapital,0
'quem nasceu para ser  a  jamais sera Junior Baiano ',0
Esse feminismo que quer igualdade entre homens e mulheres? https://t.co/UQpeGIjPT0,0
"Se você é mulher e bate em uma feminista, não será uma sexista https://t.co/jzavkOawBL",1
galera eu notei que muitos donos de labradores acabam ficando cegos. NÃO COMPREM MAIS LABRADORES GENTE!!!,1
RT @homemcis: mostrar as tetas não vai acabar com o machismo,1
"Eu já me sinto tao feia e gorda, aí as pessoas vem e me dizem ""vc é tão bonita, mas ta gorda"" 
Me da logo um tiro fdp
#askanamia",1
"Chega pra mina e fala:
-Por caso seu pai é dono de bordel??
-Não.pq???
-pq vc parece uma puta",1
'Eu quero ver Abel brutalmente treinar esse time de bonecos não vai funcionar',1
"biainthehouzze n falo com fufas, adeus",1
"tem mão de homem, ou seja, com calos.",1
Americanos são amplamente contra cidades santuário' https://t.co/g5eHyBQLGj https://t.co/86k040geGI,0
"@Lazarus605forte Já há bilhetes para o Casino da Figueira da Foz:
https://t.co/xoJYyNW0JP",0
Boa semana para todos! https://t.co/GylJKCPVF5,0
Purificador de Água IBBL Mio Natural Branco https://t.co/eTAhgJZNOf + Cupom de Desconto: RCA-27231 https://t.co/AqoWntoO1w,0
"Pergunto: quem apoia o terror agora?
Esquerda apoia a violência contra PM, etc, escandalosamente e nós é que somos extremistas nesse carai?",0
"@MarleneBicalho Magina.. rs. Dia tão totoso hj em Sp. Eu fiquei em casa, trab ontem até 10 da noite, aff rs. E tu, MAdry?",0
morrendo com os memes da Nana Gouvêa uhahuahuahuahua http://t.co/LK9DHmFg,0
@Bccmfaria98 eu quero ler um dele sobre o Islão pq parecia mt interessante. N faço ideia qual seja o ultimo q lançou tho,0
'Raça de filhos de espancados,1
Jesus .. eu não paro de comer .. eu vou ficar gordo e feio https://t.co/EbxwkHTMXK,1
'To ligado Por isso os gastos dos cartoes corporativos e a utilizacao dos avioes da FAB  subiram esse corta na carne mesmo ',0
'Acaba de comprovar a burrice que lhe imputava',1
"""É preciso ter cuidado para que esse bandido não venda informações brasileiras sigilosas.""",1
`` Ele também vai roubar a neve '',1
Rio Branco perde em casa (0-2 São José) https://t.co/vusPGJMVii,0
"Queria lembrar que chamar uma colega de classe de prostituta, feia, gorda, testículos etc. TBM é construção de máquina",1
"Pessoal que é todo ""eu não mato animal nenhum"". Uma semana em Angola e depois falamos",0
Saudade de que eu fosse mais que kkkkkkk ta gorda e feia. Deixa pra lá com esse lixo,1
Tem gente tão chata e burra que nem entende porque tem um dia da mulher,1
Austria: refugiados iraquianos que praticaram estupro coletivos não serão deportados https://t.co/ZvCVo0qgSL,0
Ta p nasceu a mulher mais burra do que eu,1
'Irao sentir na propria carne quando estiverem no inferno pagando pelo que estao fazendo',0
'Eu passei na tua mulher e deixei minha g o z a d a',1
"Ser presidente é sinal de ser excepcional, vide Temer, Collor, Lula, Sarney, Castelo Branco, Jango, Getúlio, todos _ https://t.co/ZfYzWfP2AQ",0
meu chinelo arrebentou amanhã tenho que sair pra comprar prego,0
RT @sadcharlott: Homens gostam de feminilidade Homens não gostam de mulheres que gostam de mulheres,1
"18:44 DECLARO ABERTO O CARNAVAL
AGORA É TOMAR UM BANHO E DEPOIS CURTIR UMA FOLIA RAIZ: 
ESTILO ITAMAR FRANCO EM 1.9 _ https://t.co/0JpiSHpyln",0
"A travesti Dandara, 42, foi espancada, torturada e morta por cinco homens no dia 15 de fevereiro, no bairro ... https://t.co/ngogXbtumi",1
RT @wtvcenas: os d lx fufas são tão falsos q dói kkk,1
'kkkkkkkkkkkk Que idiota',1
తెలుసు Nai_oli88 Eu sei sobre o dique racista .....,1
"""De onde você é""
""Angola""
""Olá, não sabia que eras português"" https://t.co/rbeCS5Xorl",1
"Tem Grafite que é bonito,é arte ..Agora os rabiscos, Pichações????Tem que apagar mesmo. https://t.co/hQsbuiiPQk",0
Portugal vai retirar a queixa contra Espanha se os espanhóis aceitarem armazenar em Almaraz os ativos tóxicos da Banca portuguesa.,0
"O PNR congratula-se com a redução da TSU ! Não colocamos os interesses do partido à frente dos interesses nacionais.
https://t.co/TLwpdj7yDy",0
Um homem que é homem troca seu pênis por outro fígado.,1
"Laura Muller, aquela loira gostosa de branco está se apresentando atrás de você?",1
"Luana foi morta ao solicitar que fosse revistada por uma policial mulher, o que era um direito dela. O caso foi... https://t.co/2W2KWnbQOC",0
As fufas do benfas ganhavam sp kkk https://t.co/N0AyyOhO9D,1
Homens felizes que gostam de mulheres - http://look-look.tumblr.com/,1
"@Estadao Duvido o feminismo ser contra o que esse MACHO HOMEM pede aí!
O feminismo é capacho da esquerda!",1
"Atualização Semanal
Junte-se a mim aqui: https://t.co/TufUwtGQ8x https://t.co/So5byTRGrK",0
@BolsonaroSP a noite greve de sexo pros maridos...por isso que as prostitutas de brasilia ficam famosas https://t.co/f3hhd9hoCu,1
"Eu sei que para ser bonita não precisa ser magra, mas eu coloquei na minha fucking cabeça de que estou muito gorda e feia",1
"@Suzi_cardozo ta parecido, tirando o fato que é loiro e branco, de resto ta OK",0
não é obvio???? https://t.co/FGz5aBRdLG,0
@2Cron7_14 @Uma_Brasileira chamam os cristãos de ignorantes mas quem ta na universidade e acha isso normal..é porque sofreu lavagem cerebral,0
"@ajulysantos nao esqueça que ele quer receber refugiados de guerra, vai islamizar o brasil",1
'Igual a da sua mamis Uma prega indestrutivel  kkkkkkkkkkk',1
'Entrou no seu fedidinho Junior  Esse ui e proprio da sua gayzisse',1
"Uma mulher em um jogo de futebol é tímida. Eu queria estar completamente nu, mas pelo menos isso https://t.co/dKqMPBfgrJ",1
RT @estadohiramico: quem é playboy safado fortalece no RT,0
Se inicio da semana fosse bom nao começava com DST,0
"RT @pnr: PNR presta homenagem ao último grande Estadista que Portugal viu nascer.
 #notascampanha #RenovarPortugal http://t.co/5KYUr2jbIE",0
'Maria detected Vai BeijarumsacoW',1
RT @pedrohenri_lf: Orgulho Homo pode tweetar mas Orgulho Hetero é preconceito ? What's the problem with u guys ? '-',1
"bom, vou dormir pq ao contrário do chorão eu acordo cedo amanha... FUI",0
@CapitalismoOP tem travesti que parece mais com mulher do que as feministas... pq as feministas parecem macho mal acabados...,1
@karlariane não adianta porque ela não mostra a cara. o máximo que vai acontecer é o perfil ser apagado.,0
"Ué, mas elas acabaram de falar que NÃO querem igualdade na aposentadoria e no metrô... Ué?? https://t.co/1GRblAmM80",0
"@agdabritto ooowwww, amorrr, ja chegou???",0
"Vai ter indenização para essas pessoas também, @STF_oficial ??!? TENHAM VERGONHA NA CARA!! https://t.co/TO441SnYJD",0
"Fuleco é nome de traficante. Tipo ""Jair Cláudio da Rocha Maciel, o Fuleco""",0
"o intelectual é um tipo k chega às mesmas conclusões do povo mas com uns anos de atraso
https://t.co/DMnpz8isTi",0
"Se fosse um homem, o Fisco, seria o + desejado pelas mulheres. É rico, escreve com regularidade e nunca se esquece das datas importantes!...",1
"Que grande palhaçada! O nome de um bandido traidor?
Realmente no ""Sistema"" são todos amigalhaços. _ https://t.co/lPG87zEamy",0
"@angelicamorango Ixi, nêga, tá em Sampa não? Aqui tá um dia lindo.. Nem sei que tô fazendo em casa acompanhada de uma colica danada.. =)",0
"Vou ter que compra tudo branco , já ate sei mais ou menos onde acho isso .",0
"A censura democrática é a pior delas todas porque é arbitrária, hipócrita e cobarde. Finge não existir, mas existe!
https://t.co/fdEjtgOx1P",0
Venha até aqui para dar os parabéns #DiadaMulher para mulheres que fizeram ultrassom,1
"RT @editorahumanas: O PT recebeu 40 milhões da Itaipava
O Lula pode alegar que foi pra consumo próprio",0
"Após dois dias de conversas muito produtivas, o Primeiro Ministro Abe está voltando ao Japão. https://t.co/VtFPWlnl4z",0
'Ganhou duas vezes dos coxinhas Golpistas Entendo essa raiva',1
IMAGINA SE EU VOU DEIXAR DE VER AQUELES BELOS RABOS NA REDE TV PRA VER O OSCAR: BANDO DE ACTOR BABACA QUERENDO 'LACRA' CONTRA O TRUMP.,1
neoliberalismo do Temer vai fazer o Brasil crescer assim como os governos do Collor e do Sarney,0
'O Gilmar MendesPSDB vai ficar com ciumesEla esta querendo aparecer mais que ele',0
Quando as feministas criaram a hashtag #primeiroassédio o número de denúncias de violência contra a mulher... https://t.co/ts6aDVCGJz,0
'Sua mãe não está reclamando do Joãozinho',1
"RT @dianafigueredoo: ""Feliz Dia da Mulher para nós""
Fernanda acima, que não menstrua, não engravidou e providenciou alistamento militar forçado_",1
"#QuartaDetremuraSDV
Mas Deus era tão bom cmg. Porque é grosso e feio.",1
Eu queria saber por que eles pensam que eu sou um sapo,1
"E tem gente do Nordeste e de Menoura que acha ruim as piadas regionais ... você sempre vai ficar bravo, e eu vou cuidar disso. Acostume-se",1
E ela é lésbica,1
@BebelSherab bom dia jumenta! Kkkkkk feliz dia da mulher burra. Claro q é exclusividade sua! Kkkkkkkk,1
"A Globo mentiu para o futebol feminino. E as damas acreditam, como sempre, enganadas. Tudo bem",1
`ʻA anta foi ao Uruguai para traçar seu plano de fuga com seus amigos e aliados '',1
"Dois representantes do meu Top3 à conversa.
Boa maneira de aquecer antes de escrever o meu novo set https://t.co/S8rnuv5ldt",0
"RT @schaianagrade: Se tem algo precioso neste mundo, este algo é o perfil @NAOKAHLO https://t.co/dYN1pRzTVx",0
Esse foi o dia da MULHER mais reinvidicado por quem não é mulher na história desse país #DiadaMulher Feminismo/marx _ https://t.co/D69VSgtyj1,0
RT @__ana__silva__: @o__ferreira Volta para a tua terra,0
Q mulher estúpida! https://t.co/31IFZgfzxR,1
@_I Parabéns! A menina é muito simpática!,1
"O #PNR solidariza-se com a dor da família enlutada, pela morte de mais um Agente ao serviço da nossa Nação. 
#GNR _ https://t.co/L4woxi9etD",0
"Sim, me sinto ótimo todos os dias, mas há dias em que me pergunto",1
Gostaria de entender porque quando a mulher é gorda feia vocês gostam de MT quando ela não está usando roupas esse mana sai mesmo mostrando,1
"o #BlocoEsquerda, promotor da Eutanásia, não tinha este tema no seu programa eleitoral. Isto é honesto?
@EsquerdaNet https://t.co/CyYCcDKPj4",0
"santosluccc Você não conhece os refugiados, você não conhece a natureza de cada um deles, você nem sabe que tem um terrorista aí",1
Cáritas Lisboa tem 2M euros no banco há 10 anos. Se tivessem confiado no Espírito Santo já não o tinham. Podem ser beatos mas não são parvos,0
'Eu que nao entendi seu Edsonda para explicar a duvida melhor',0
'Esta senhora deveria ter Pedecana dinheiro comprado uma casa de um empresário RGS',1
RT @ tordilho2: # SerMulherÉ Não seja homem https://t.co/ajLjesDTM9,1
'Nao joga nada  ainda esnoba o Brasil  Espanhol  de merd',1
"Tem uns pernilongos da angola aqui, não é possível",0
RT @margaridtavares: Vcs fufas são bue abusadas,1
"RT @direitafalando: hj vou prestar queixa por ter sido vitima de racismo inverso
me chamaram de branco azedo",1
Presidente Trump Parabeniza Exxon Mobil Pelo Seu Programa de Investimento de Geração de Empregos' _ https://t.co/C174wKVBqq,0
"@antoniocostapm @A_Gurria @OECD 
Senhor Primeiro Ministro, corte nas gorduras do Estado e nas mordomias para os dirigentes. Isso, sim!",0
'quando sua me devolver o troco de R  pelo servico oral que ela me fez',1
"ronanoliveira_ @ jpriscilla26 Cuidado com os burros! Proteção na edição, mulher! O plano é ""pintá-lo"" como vítima e sob perseguição",1
"Eu queria ser uma modelo da Victoria's Secret, mas infelizmente sou feia e gorda.",1
"RT @RhRaysa: [8h06 07/03/2017] Naily: Vai ter cschaçadaaa
[8h06 07/03/2017] Naily: Várias sapatão",1
'Coisas de gentinha estao sempre fedendo a mortadela podre e nao tomam banho',1
RT @zfbla: O Dia da Mulher foi o máximo porque usei a maioria dos sapatos do planeta,1
RT @bonisss: O número de fãs da Straight Pride March está aumentando a cada dia !!! RT Restam alguns heterossexuais !!,1
"RT @hoemxnizer: @biainthehouzze n falo com fufas, adeus",1
Qdo MTV era um canal sobre música. Isso foi há 80 anos atrás.. https://t.co/NTpCFkFjS3,0
"Papa Bergoglio pede que cristãos tenham menos filhos. 
Enquanto isso... https://t.co/CAK1EylQlR",0
"Cachorro gentil, ela ainda não mudou a distribuição
#PAZ https://t.co/ma4r3DOJpi",1
"RT @huntergirl616: tentando intender a idiota do face q  compartilhou a ideia dessa trouxa aff como q da mulher burra na vida,nem deve sabe _",0
"O meu dia ganhou ao vosso.
Por capote https://t.co/Sscy8CZ9ot",0
Não ia caber https://t.co/98XtbDc8LB,0
Aconteceu um acidente aqui na esquina da casa e só dá para ouvir a alvenaria chamando a mulher de boba de kkkkkkk.,1
"RT @ninguem_anyone: Com todo respeito... no dia que sair uma criança pelo mesmo lugar de onde saem as fezes dos humanos, o Levy Fidelix pod _",0
RT @lobaoeletrico: MEUS AMIGOS . A VENEZUELA ESTÁ VIVENDO EM RITMO DE GENOCÍDIO NÃO TEMOS NA MÍDIA NADA QUE DÊ A DIMENSÃO DESSA TRAGÉDIA,0
"@anerfost_ são irônicos e se você concorda com algum, reveja seus conceitos <3",0
PEC pra invadirmos a Argentina já!,0
"E a extrema-esquerda, que continua a exterminar e a escravizar os seus povos, é o que? A suma santidade? 
Que... https://t.co/Qg1GtSoXhX",0
"Tenho que me preocupar com meu filho de 1 ano. Não com um burro velho que também tem um filho.
Solte!",1
Não! Nasceu em 13.12.1978! #Acredite! Meu Apelido de infância: Maria Desastre RT @AlineBorel    tá pra nascer pessoa mais desastrada que eu.,0
TAKA PEDRA NOS KOMUNISTA,1
'Teve que ser baianoputz que povinho',1
"A Emma Stone podia ir vestida de saco de lixo rodeado de sacos do lixo dentro de um camião de lixo, que nunca estaria mal
#Oscars",1
Como diz o ditado: seja um homem,1
'Ja ouviu algum dia falar em antenas nao essas aquelas de longo alcance Nao ne rsrs',0
"RT @IrmaoClaudionor: Não
tenha vergonha
de falar e escrever
corretamente
a língua portuguesa.
Ela é a nossa
pátria em Portugal,
Moçambique, _",0
'o Brasil ta quebrado e temer esta emprestando  bilhoes ao FMI',0
"Só pra deixar claro, @homemdeverdade não faz boate machista, foda-se gangue, essas baitolas sujas de machos recatadas!",1
Não me lembro de estar no auge da guerra e do mexmo idiota no Dia da Mulher,1
@canofdandelion vc q é burra. Aqui eu só defendi esses direitos.(reconheco q mulher n eh igual homem).,1
"@CancerJack basicamente é um miojo com calabresa, linguiça toscana e molho branco!",0
Acabei de fazer esses casos para minha cunhada vascarpim ..Minhas férias estão rendendo arte.  Rsss https://t.co/zK8yKtycfV,0
RT @TourMicao: as sapatao vao domina o mundo https://t.co/gWVPCBohC6,1
A esquerda em uma palavra? Sujeira. Defendem uma ideologia sanguinária e culpam um sistema que eles mesmo usam. São _ https://t.co/d44ggIe2zI,0
"É uma mentira escandalosa que tenhamos tentado invadir a sede do @LIVREpt @ruitavares 
https://t.co/alD5cOz6Mi 
#Portugal #PNR",0
'Ze Ricardo vc e burro',1
"SCP falha golos com jogadores isolados sem ninguém na baliza.
SCP perde com o Setúbal.
SCP é eliminado.
Sportinguistas culpam o SLB.
",0
Camille gorda e feia mata https://t.co/lJWUQ55utL,1
"MINUTO A MINUTO CAMAROTE GLACIAL JOAQUIN TEIXEIRA:
16:08 GUGA CHACRA CRITICA TRUMP E É VAIADO
16:09 VIN DIESEL CONVIDA BARANGA PARA ALMOÇAR",0
"Disciplinas que deveriam ser obrigatórias (meninas)
- Porta / Tapete
- Não seja uma vadia mentirosa
- Romantismo: Bobagem
- fique calmo",1
A mulher é um parque de diversões. Vamos começar com o humor: montanha-russa.,1
VOU PROCURAR MINHA FOTO CM ELE MAIS EU ERA MT FEIA E GORDA,1
"É gordo e feio, então se eu fosse um gato seria oferecido ... - Brigada Amorrr, adorei receber https://t.co/n6APtwOkF7",1
'voces acham mesmo que alguem votara na direita depois da PEC  jogar o Brasil em grupo da Nigeria ',0
"'Trabalhar graças ao feminismo'
O departamento de recursos humanos decide:
Eu escolheria a mulher porque embora ela não tenha concluído os estudos universitários, ela é frívola à imagem de Bolsonaro",1
"O ""bullying"" dos hipócritas da comunicação social e dos diversos sectores da sociedade.
Força, @realDonaldTrump https://t.co/bIxHoC18SL",0
"RT @GABRIELPlNHEIRO: Alguém lembra da Dilma sendo grampeada, Petrobrás?
Foi no governo Obama",0
Privilégio branco é uma bosta. https://t.co/aCuOTF3AIt,0
"@StalinBurrinho @RachelSherazade Parabéns as mulheres de direita..que não roubam o país, a petrobras e os aposentad _ https://t.co/FJDVGjLsUV",0
"Estive pensando... Uma #MulherDeVerdade é íntegra. Com seus sentimentos, consigo, com os outros. Essa é sua essência!",0
"Perguntei a uma menina surda se ela gosta de ouvir música, meu Deus, como sou burra?",1
"@mayaramellon pronto pistoleira, minha cara ta aqui
agora é minha vez de pedir
posta seu IMC https://t.co/FVRDbz7Wqq",0
Parabéns!!!!Que o mundo copie e não permitam está insanidade. #TrumpEuApoio. _ https://t.co/NQf6uSIj8l,0
'você é um animal',1
SE O FURACÃO SANDY TÁ ASSIM IMAGINA O FURACÃO PRETA GIL? DEVE TER SIDO ESSE QUE DIZIMOU OS DINOSSAUROS.,0
"""Vote em PEZAO Agora leve CZAO""",1
@CapitalismoOP @editorahumanas vdd!! Porque eles estão pouco se importando para a segurança dá mulher!!!,1
"RT @heycarolines: Cara  é de sapatão, mas o coração é de mocinha  https://t.co/os34PYlGT9",1
"...real aqui são todos os vazamentos ilegais de informações sigilosas e de outras informações. É uma total ""caça as _ https://t.co/uD1F6uvHiv",0
"""Sua mãe vendeu aquela vaca""",1
"curso inaugural da técnica operativa já aprendi que a mulher cala, quer dizer que não entendi",1
"#ALERTA do Jornalista #AlexandreGarcia
 Adquira os Livros ""A IDEOLOGIA DE GÊNERO NA EDUCAÇÃO"" e ""FAMÍLIAS EM... https://t.co/QS1I1jxfTI",0
"""Carmen Capivara Lucia, por favor me dê um exemplo e leve meia dúzia dessas vítimas da sociedade para sua casa. Faça um coquete nela. Solte o anel de refrigerante de groselha. Mostre que você tem um coração.""",1
jr q ñ th paciência p dramas d fufas,1
"@leveaguiar quando a coisa é ruim nunca representa o feminismo, incrível né",0
"@lipesff @Johnnschubert VERDADE! Ele sempre foi gatinho, mas eu era sapatão demais para prestar atenção hahahah",1
"Meu Deus, não pode ser sério isso!! Numa cidade em que pessoas morrem na fila do hospital! Absurdo!! https://t.co/IxbdTDYDVg",0
"Jamais vou entender este fenômeno chamado, #Carnaval. Um povo sofrido, roubado, explorado, _ https://t.co/67y8AOIcig",0
se nós viemos dos macacos pq ainda existem macacos??? isso a ciência nao explica,0
Não sou fã da Lady Gaga mas tenho de admitir que ela está provavelmente a fazer o melhor show de intervalo da história do #SuperBowl,0
@brightnessgaga algumas pessoas acham que racismo é só agressão. por isso não se consideram racistas.,0
"Bom dia amigos, companheiros, camaradas! Bardamerda para as segundas-feiras...",0
"@GirafaDaTata Sim, odeio sua atitude estúpida de ser os Dodgers",1
"Bom dia você que paga de pegadora, espalha tudo e sempre dá um jeito de contar suas aventuras. Quem muito fala, pouco faz..",0
"RTjuandddrade: 7 Choro pelas pessoas que me chamam de gordo, magro, alto, baixo, feio, etc., são só minhas opiniões e vale a pena",1
"""Malditos chineses nos ensinando malditas lições que não queremos aprender!"" https://t.co/7adaCrTzES",1
'Votaram no PEZAO Agora tomem no CZAO',1
"@luluvet @PSOLOficial Claro, ficou evidente pelo número de homicídios...",0
'Denuncias nao enche barriga precisa fazer valer',0
@OhFazFavor está assim tanto vento?!,0
'Bruno faz e pensa',1
"""Mimimi, Bolsonaro é machista! mimimi.....""
Machista mesmo é o seu pai, que traí sua mãe!",0
Vcs se ofendem com tudo não sabe brincar devolve as Barbie,0
Cristãos maltratam gays e mimimi @PastorMalafaia @felipeneto @Estadao @otmar03 @InesBolsonaro @misscaviar _ https://t.co/OmRQhp8bI8,1
'Felizmente nós limpamos o trabalho para proteger o kleptorru,1
"PARABÉNS CHORÃO!
4 ANOS LONGE DAS DROGAS.",0
"RT @giovnnagadotti: @direitafalando @Viictor_andr MEU DEUS, JA POSSO MORRER FELIZ DPS QUE ENCONTREI ESSE TWITTER  melhor twitter de todo _",0
"@JessicaaFranca uma coisa é rir e fazer piada, outra coisa é usar da fé pra manipular a opinião dos fiéis e ganhar $. se toca loira burra",1
"Sim, eu tenho mais o que fazer do que ficar twittando para seu entretenimento!",0
"""Mulher, achei uma babá para nossos filhos"" https://t.co/c08kwiH2KJ",0
"Em campo de novo, pode vir, tem vitória
A maioria é o povo, só quer fazer o bem
Nego faz refém, os branco que aqui tem",1
@felipetlo @ Felipebastos022 gordo e feio apenas se você tiver bebido,1
"Gente, eu não sou latino só porque nasci no Brasil, você sabe, latinos são sujos, eu tomo banho",1
#SabadoDetremuraSDV O Brasil não tem condições de receber refugiados de países em guerra .,0
Feliz #DiaDasMulheres pras verdadeiras guerreiras que trabalham ou cuidam do lar enquanto as vagabundas lutam pra abortar e andar pelada,1
"@Homemdeverdade não usa capa de chuva,  @Homemdeverdade nada em tsunami !",1
"RT @_ema1904_: ""E vestido de vermelho e branco, tu podes ainda mais."" 
Vence por nós 
Vence por eles 
VENCE POR TI  
#RumoAoTetra #Carreg _",0
Se vc gosta de Legião Urbana. Por favor de Unfollow. Aqui a gente tem vergonha na cara e bom gosto musical porra!,0
'Esta visitando as novas instalacoes do Conde Dracula e seus Vampiros',0
edai que o ministério do temer não tem mulheres nem negros??? eles não fizeram por merecer ue,1
RT @Rondy_R_RJ: Só o Celso Daniel sabe o que é tortura. https://t.co/K6ubWP3HMY,0
"@ 5gu @caiquepala AAAA, maldita gordura.",1
"@msantoro1978 assim como todo refugiado sírio é um terrorista infiltrado, todo venezuelano é um chavista.
Assim será sob o temerismo.",1
"""Um escárnio de vergonha para a família e para a criança""",1
'Nós já abusamos',1
"RT @sexualinatural: Algo indispensável que haja em TODAS as comunidades cristãs.
@prarleilopes @marisa_lobo @um_novovencedor @nfssbh https: _",0
"Qdo vc se sentir um imbecil, assista este vídeo https://t.co/ctAkx2WLuw",0
"""aparentemente sem conexões terroristas""
Mas você não vê que o Islã contém o ovo da serpente? Terrorista ou não, de _ https://t.co/RvGp9Y7MJu",1
"@rocha_02 Teve ""urnas eletrônicas venezuelanas"", ""médicos cubanos e refugiados haitianos votaram em dila"" e ele não fez questão de desmentir",0
'Adinaldo Bibinha',1
Espero que este não seja o dia em que os 'refugiados' começarão a sua Sharia aqui. https://t.co/UHswA3hGQN,1
"@tiaomoreira @Ramo_Jr Um ataca (Soros) o outro se defende (Trump). No mínimo, 2 moedas diferentes.",0
'pensem numa MORTADELA maconheira chata ',1
"@ibrags @navarro_spfc é claramente contra os refugiados. Obviamente, não posso verificar os fatos, mas posso encontrar uma fonte confiável no Google",1
"Existem tolos, se Deus quiser",1
"RT @rpsantos1970: A Alemanha já não é segura, a Europa já não é segura.
A culpa é dos políticos traidores.
Islão, aqui não! https://t.co/qA _",1
"li Liechtenstein tem tudo certo: monarquia, não aceitava refugiados, identidade nacional e frio
https://t.co/0bmoZ15Ry9",1
Q Mulher estúpida! https://t.co/31IFZgfzxR,1
'Cabra frouxo',0
"Até o Trump já está farto dos posts sobre o frio.
PAREM POR FAVOR! https://t.co/zedolXQcc2",0
"A avaliar pela quantidade de malta conhecida que morreu em 2016, o ""In Memoriam"" deste ano é coisa para durar umas 9 horitas na boa
#Oscars",0
Sou gorda e feia para sentar em cima,1
"@Quase_Gay Verdade.. gosto dos meus pouquinhos, mas, que interagem...",0
"@mdaring Não importa. Pode colocar no outro exemplo uma crítica tb q não fale de ""vitimismo"" que dá no mesmo.",0
'esse ai e matador',0
"RT @brupls: vai se fude os cara quer retratar jesus e retrata o cara branco, de cabelo sedoso olho azul etc o cara nasceu no oriente médio _",0
'ja e a terceira vez que comento aqui Por que sera que meus comentarios sao censurados',0
'Essa velha está preparando um plano de fuga para ela e a pedecana Tá na cara Só o FP não vê',1
'Nao acredito A barata cascuda deve ter alugado um hotel  estrelas inteiro',1
"""E a direita quer o monopólio do cinismo, fingindo ser sondas quando há tantos ou mais ladrões.""",1
"""Coitadinho nunca apóia a coisa certa""",1
"RT @AlexandreVidalR: @fpdobbin @g1 eita, não é zero... Alemanha avança para restringir uso da burca https://t.co/Z66n4Bz0q5 via @dw_brasil",0
"José Alberto Carvalho à conversa com @jpintocoelho60, ontem, no encontro de jornalistas. https://t.co/zzHvRDiOJZ",0
@macedowesleey @ Felipebastos022 não pode ser apenas gordo e feio,1
quando alguém te chamar de gordo não ligue você é maior que tudo isso,1
"@Pimentinha_17 Então, reflita no teu comentntário, friend. E não esotu justificando ou defendendo pq é famosa. Faria com qq Pssoa! Abç",0
'BENEFÍCIOS DOS DEDOS',1
