data,Hate.speech
"RT @JanainaDoBrasil: 15- muitos criticam o liberalismo e o capitalismo, mas a verdade é que o Brasil nunca foi verdadeiramente liberal.",0
RT @TonyStarkMeta: Doria e Bolsonaro não podem brigar. Não até ambos irem pro segundo turno.,0
"O canalha e ditador @NicolasMaduro conseguiu destruir a Venezuela.
Venezuelanos fogem para Brasil e outros países d… https://t.co/OnUMT25wZe",0
RT @lobaoeletrico: MEUS AMIGOS . A VENEZUELA ESTÁ VIVENDO EM RITMO DE GENOCÍDIO NÃO TEMOS NA MÍDIA NADA QUE DÊ A DIMENSÃO DESSA TRAGÉDIA,0
"@CTonsa 
HAHAHAHAHAHAHA
E não é que parece?",0
"Se a Isabel Angelino continuar a rir tanto, o botox dela é que vai precisar dos 12 pontos
#FestivaldaCancao2017",0
RT @NAOKAHLO: Avaliação do nosso livro #MeuAmigoSecreto: feminismo além das redes na @amazonBR 😍😍😍 Obrigada! https://t.co/pXpyDcQ3DB,0
"Portugueses, não se esqueçam de votar agora na música que nos vai envergonhar na Eurovisão
#festivaldacanção",0
@RevistaEpoca @gurovitz E porque a Arábia Saudita não acolhe os refugiados? Não acolheu nenhum deles até hoje.,0
RT @JessedosSanto18: @marisa_lobo Gostei do vídeo que você fez sobre a Disney.Você tem todo o meu apoio.Deus te abençoe e te guarde!,0
@luana_filipaa acho  melhor q ele use so  mao pq realmente este mundo anda todo assim só fufas para um lado gays para otr ih nada contra ahn,1
"RT @HistoryHeroes: 1924 (L-R): poet Langston Hughes, sociologist Charles S. Johnson and E. Franklin Frazier, physician Rudolph Fisher, lawy…",0
RT @_BrenddaLima: Vai ter programação em Fortaleza. https://t.co/BeVgua6J7u,0
Alguém consegue ver um guarda-chuva amarelo e não lembrar de how I met your mother? https://t.co/FI3uSXOCaq,0
"@ariadnetelles não sei, só estamos divulgando =/",0
RT @alaaabdelmotleb: الايام جاية و هتبين كل واحد على اصله و هتعرفك كل واحد عايز ايه بالظبط.,0
"RT @elcosodelapizza: Esto ahora YA, porfavor https://t.co/OgqHcyJo3W",0
Já tô com o ❤ apertado de saudades de Angola e ainda me contam que abriu um Open Jump no Praia de Belas. Não é just… https://t.co/KHnoxeHGU9,0
Culto Igreja Nazareno Ebenézer dia 19/03 as 9:00hrs. #Familia modelo original do Eterno. https://t.co/og8Rc4hk1e,0
Antes só do que mal acompanhado #bbb17,0
Via Estadão:  -  https://t.co/OhfmUvrJSU,0
#sexo porno xxx nonen pissing https://t.co/5Uv8rNqglW,0
"@Curate_Angola o conteúdo é o mesmo, e um beijo gay não é mais explícito que um hetero, a malícia está na mente adulta.",0
"@Curate_Angola não sei, nunca vi o desenho em questão, porém se é para idades que não podem ver beijo gay também nã… https://t.co/dnOVsMiBa5",1
"Enquanto não prenderem o contabilista d Salgado, o motorista d Sócrates e o porteiro do Banco de Portugal, a Justiça não terá credibilidade.",0
حصه ماتت,0
"RT @GFiuza_Oficial: Indignação geral com a denúncia contra Obama: ele jamais grampearia Trump. Espionou o mundo inteiro, mas foi sem querer.",0
"Placas na praia, soltar pombinhas brancas ou abraço na lagoa?? https://t.co/F4L9zQKsFe",0
RT @artur_slo: Você vai ajudar a fazer com que essa CENA se REPITA no dia 26 de Março? Dê um ENTUSIASMADO RT. #26deMarcoEuVou https://t.co/…,0
Portugal distingue-se “porque não tem nem vai ter campos de refugiados https://t.co/159WXrXztD,0
"Parabéns, #PatríciaMamona e #NelsonÉvora! https://t.co/T0xph8678j",0
"Convidado da Manhã na Renascença
Portugal distingue-se “porque não tem nem vai ter campos de refugiados https://t.co/mLSZcQCS5U",0
"Já Está No Portal ""Music For Angola""
Mboraa Lá Partilhar Pessoal!!
.
Dêem Uma Olhada... 
JAY CEE - NÃO VAI https://t.co/2aqNo19a6Y",0
@JornalOGlobo Acho errado! Posso ir lá e dizer que a religião não permite que eu mostre o rosto e tirar foto para RG com a burca?,0
"Quem se subjuga ao pensamento único, vive condicionado.
Quem recusa a infâmia dessa agenda, vive livre!
https://t.co/1jEwbUXVJk",0
"Passei a semana toda dormindo com o Jef, hoje vai ser triste p dormir 😭",0
Já escrevi muito sobre essa realidade. https://t.co/JOnr4Ll0xd,0
"14 de Março volto a actuar em Lisboa(material novo) juntamente com o Cruz, Maria Lázaro e Pedro Figueiredo.
Reserva… https://t.co/c3tQULY8jU",0
"@Curate_Angola não dá p comparar, meu caro. Educação académica tem um processo exato a ser seguido, a educação moral, sexual e social não.",0
@Curate_Angola bebés não mas crianças não se resumem em bebés né. Já vi crianças de 5/6/7 anos serem intolerantes,0
(فاتخذت من دونهم حجابا فأرسلنا إليها روحنا فتمثل لها بشرا سويا) [مريم:17] https://t.co/CB8QE2MoHy,0
"Não
tenha vergonha
de falar e escrever
corretamente
a língua portuguesa.
Ela é a nossa
pátria em Portugal,
Moçambique, Angola,
Guiné e
aqui",0
"RT @comitedokiu: quando thay me nota eu fico igual a essa menina, feliz da vida THAY RESPONDE #KCAPersonalidadeBR #ThaynaraOG @ThaynaraOG h…",1
"Saiba o que disse Eduardo Cabrita sobre os refugiados:
https://t.co/XLmcxcGYcB https://t.co/yod7CoYF0x",0
"Temos de acreditar. O Salvador Sobral, com um fato novo e com a psicóloga do Éder, ainda pode superar a votação de 2016. #festivaldacanção",0
"RT @mizanzuk: Sim, eles fizeram isso. https://t.co/cMNZywlBW8",0
Não é o próprio governo ao estar sempre  a falar disto que causa mais ruído?? https://t.co/LR5O6Az65T,0
"A música não tem cores, nem classes é para todos.
Um simples projeto que muda a vida de muitas pessoas. 
 https://t.co/gVFuwtXodn",0
"O teu pai nao está em Angola — Pois não, neste momento está em Luanda  https://t.co/vimKAUj4pS",0
"Para ler. ""O Islão tem um problema com a mulher.""

 https://t.co/4FRtxqXUsq",0
"FONGAS, FUFAS, SAPATONAS, LÉSBICAS – Capazes https://t.co/VRksVR4JsT",1
"as pessoas não entendem que no meio dos ""refugiados"" tem inúmeros terroristas, é uma coisa tão óbvia",1
Banir refugiados não é apenas cruel mas prejudicial economicamente. https://t.co/nviGRfgCjN,0
"com que os ""refugiados"" entrassem, automaticamente ele já não estaria cumprindo o seu maior dever que é proteger o país",1
"RT @ShineAnselmo: TODO ANGOLANO QUER SER POLICIA , MILITAR (FAA) DAQUI A NADA ANGOLA NÂO TERA MAIS GATUNO.",0
@Curate_Angola imenso. Fantasias e todo resto. Porque não introduzir diversidade? Antes de sermos adultos e trancafiados no que conhecemos.,0
This is brave. This is beautiful. https://t.co/cxdEGIhBPA,0
@Curate_Angola os desenhos com casais hetero são os certos para incluir casais homo.  Não estou a dizer para o Bob constructor ser gay,0
"@gabrielaltairc eu to falando dos refugiados da Síria, eles nao vem pra ca, tem um milhao de abrigos em outros paises que acolhe eles",0
"@Curate_Angola  Não condenado tais práticas, mais não sou a favor até porque a Bíblia condena.",0
Essa #Veja tenta mais não conseguem KKK quer dizer que as lésbicas sentem mais orgasmos por serem lésbicas kkkkk... https://t.co/7ETyFOrswf,0
@luomobli @Curate_Angola não sei mas acho incorrecto.,0
@Curate_Angola  eu passei a minha vida toda a ver relacionamentos heterossexuais e não sou hetero! Acho que isso não influencia em nada,0
Mas o Paul G não desiste pq? Nem Angola conquistou quer conquistar América ? 🙁,0
@Curate_Angola @tivandro mas não é pra crianças,0
RT @ribeiro_joelson: Em Angola não se estuda🙄 https://t.co/3i8Vuyi5By,0
"@madjunto_pt se não s atender os imigrantes portugueses na Vzla  pronto, vão  ser refugiados em algum país também. Muito casos são trágico",0
"E o pior é que esse merda nem tomou posse ainda! Imagine quando tomar... 

@MCrivella ABANDONOU o Rio!! VERGONHA!! https://t.co/Q3U5kTZ5Wm",0
Nonie Darwish é escritora e ex-muçulmana egípcia. Ela não esconde a verdade sobre o islão. Ela lançou mais um... https://t.co/o2gfTV6jtD,0
Será que em Angola já não há cena novas ??,0
RT @padre_paulo: O Abortoduto: https://t.co/4uHj85wUcu #HojeAoVivo #PadrePauloRicardo #Urgente #AbortoNão,0
Vai começar mais uma sessão de torcida contra o Trump no @jornalnacional ...,0
Mimimi do @jornalnacional agora é contra Marine LePen,0
"@edmilsonpapo10 @elpais_brasil 
Segundo os esquerdopatas, vender o país pra China não tem problema. 
Mas se os EUA comprar é imperialismo.",1
"Meninos tem pênis,meninas tem vagina. Fim... https://t.co/7eGkBhTjcQ",1
"Destruição na Suécia. 
Manda mais muçulmano pra lá.
Quando a coisa fugir do controle os suecos paumolengas vão reag… https://t.co/Cg89atylBx",1
"Assessoria de Comunicação do @SenadoFederal proíbe a palavra ""feminismo"". Feliz dia das mulheres 👍",0
"@euronewspt @Ramo_Jr 
A direita vai corrigir as cagadas que a esquerda fez na Europa nos últimos 20 anos.
#Nexit
#Frexit",0
"Vamos desenhar pra ver se  @GloboNews e @jornalnacional entendem...
#MuslimBan https://t.co/sBISfJIOKf",0
Os reflexos da guerra trouxeram grandes mudanças para vida deles! Conheça essas histórias. https://t.co/UXhzkHLBJx,0
"RT @_carmeloneto: O BNDES empresta para países a um prazo máximo de 15 anos. Com o companheiro Castro, de Cuba, regra foi quebrada, emprést…",0
Perfeito! Pena que sua @RedeGlobo faz isso O TEMPO TODO!! https://t.co/wiVM1BXcIU,0
"RT @mmpadellan: They get Ben Carson to say ignorant shit about slaves, but I bet u won't hear Jared Kushner saying Israelis were PAID 2 bui…",0
Cadena Nacional del burro y tipo: https://t.co/irBxOESXzw,0
"Vcs conhecem o Abraço cultural ?
não?! É um curso de idiomas onde prof são refugiados ! 
EU QUERO ME MATRICULAR AGORA.",0
"Governo esquerdista de merda o Povo Brasileiro não foi consultado e não aceita a vinda de refugiados terroristas.
https://t.co/JtFod8MSjL",1
@httpsdofandom mas tb desse jeito achei q a solução era remover o pé,0
É um absurdo certos tipos de Cultura. Uma criança pode casar. Mas são obrigadas a usar burca e algumas não... https://t.co/zMxDAu98LH,0
(قال ومن يقنط من رحمة ربه إلا الضالون) [الحجر:56] https://t.co/uv6C85zZug,0
Ouuuuu I fall apart,0
@Jgdm1965 não fosse o Benfica e ainda teria os dentes desalinhados...,0
"Psicólogo e Missionária Marisa Lobo ,descreve de forma dinâmica 12 razões psicológicas e… https://t.co/4ENXDJFTWH",0
RT @benebarbosa_mvb: Mais de MIL assassinatos em menos de 65 dias! Desarmamento é um sucesso mesmo! https://t.co/VUFeCcktqo,0
@Egocentricpapi o mundo não só em Angola mesmo ou Luanda😂😂😂😂,0
@derotikas só não reclamei porque semana passada fiz o Velho doar um galo e 3 galinhas da angola kkkkk,0
Vamos para rua contra a Ideologia de Gênero.Parabéns Peru. https://t.co/pWMrBPy9x5,0
"Pior recessão DA HISTÓRIA!!!!! 

Parabéns a todos que votaram e defendem o PT! https://t.co/DvPCRtL5SB",0
"@mizanzika qnd eu fui, ainda não tava essa crise de refugiados, mas tinha mt ambulante e pessoas q vc via que tava tentando sobreviver",0
"RT @AdLEPdV: @madjunto_pt se não s atender os imigrantes portugueses na Vzla  pronto, vão  ser refugiados em algum país também. Muito casos…",0
"As mulheres n sabem lidar c/ a verdade.
Ontem disse a 1 amiga q ficava melhor d rabo-de-cavalo,começou a chorar e bazou para a quimioterapia",1
já aviso que não abro mão de um comitê que aborde o tema: refugiados,0
@my800cc پھٹیچر باجی  😂😂😛😜,0
@vivillocdp que te ha pasado??? Jajajajaj,1
"STF terá que analisar a descriminalização do aborto. Esperamos que reconheçam nosso direito! 
https://t.co/UMYHCXBjTt",0
Em Angola brinca-se de fazer musica.Problema não esta nos musicos mais ao povo que so consome lixo.,0
"RT @jpintocoelho60: Vivemos no totalitarismo do pensamento único dos donos da ""liberdade"". Só o #PNR enfrenta e denuncia a ""besta"".
https:/…",0
"RT @rpsantos1970: Quão ""democratas"" e ""tolerantes"" são estes esquerdistas, estes ""direitinhas"" e estes ""politicamente correctos"". 
https://…",0
RT @alexismrr11: A minha casa não aceita refugiados aka Mónica,1
Boitempo dá até 70% de desconto em todos os livros escritos por mulheres https://t.co/YFEkxfwd42 via @editoraboitempo,0
@editoraboitempo problema com o site? Não estou conseguindo acessar =/,0
RT @seqrsfalarchupa: sdds dos jogos d futebol no verão fufas Sporting vs fufas benfica lmao,1
"É ridiculo acharem gays e fufas diferentes de todo o resto, são pessoas normais mas com gostos diferentes! Deixem-se disso!",0
Ex Gays existem. https://t.co/kUkFDz294y,1
Ex-ativista LGBT se torna pastor e inspira filme: “Estou aqui para honrar a Deus”... https://t.co/B8c0ZW5qAd,0
"RT @Vana_Pauloo: @csar_emerson @Curate_Angola 2. se prestar atenção, isso não é pornografia. o contexto em que esse beijo foi posto dificil…",0
"Há que mostrar a certa gentalha que: ""#PREC nunca mais""! Não podem impor o pensamento único nem o marxismo-cultural… https://t.co/qw1n8LIf1z",0
RT @sebuscasedona: ReTweet y ayuda a difundir!! https://t.co/TPH3j4IAdZ,0
"Estava a passar um casal de fufas por nós e a luana só grita ""HA BUE FUFONAS EM ALMADA""",1
RT @tega_life: eu tentando dar certo com alguém https://t.co/e1vijkd8cp,0
O Sporting continua a ser grande na Europa do futebol https://t.co/g7tF6RQ8i0,0
RT @LissaniaMenezes: Angola ainda não ratificou o acordo ortográfico de Língua Portuguesa 😊Escrevam bem yh,0
La gran mentira https://t.co/AZEoTniQhW,0
"Em meio a escândalos de corrupção e nepotismo, o presidente de Angola anunciou que não tentará reeleição em 2017.... https://t.co/MnLXSQS3vg",0
"#Angola «ANGOLA. ""Se é possível produzir um cartão eleitoral fiável porque não conceder também bilhete de... https://t.co/5whBqMhUph",0
"pode ser gorda, pode ser feia",0
the concept of having my icon as a picture of me is so foreign im ngl,1
principalmente minhas irmãs adoram falar o quanto eu sou feia e gorda e elas lindas e perfeitas,1
"RT @israelcristo10: @BlogDoPim O STF QUER DE QUALQUER FORMA BARRAR O JAIR BOLSONARO DE SE CANDIDATAR A PRESIDENTE EM 2018!!!!!!!!!!
#STFNÃO…",0
"RT @BlogDoPim: Depois que Justiça sequestrou cobertura de R$ 1,5 mi ocupada por Lula, aposto que lulistas cogitaram fazer vaquinha para pag…",0
RT @BlogDoPim: Gente comum com frequência deixa-se levar pela histeria de esquerda. É preciso descrever na íntegra o quão ridícula ela é. M…,0
"RT @MBLivre: .@DanielCoelho45 é um dos proponentes da reforma do MBL/FIPE para a previdência. Aposentadoria digna e justa para todos, sem p…",0
"RT @MBLivre: Bruno está solto. Presidente do PCO, que quer matar conservadores, nem processo tem. Bolsonaro processado e réu. Estranho. htt…",0
que Gorda feia e falsa vai tomar no cu mane,1
"RT @OficialMrCatra: O pênis é o melhor alimento feminino, pois contém carne, leite, ovos e enche a barriga por 9 meses HAHA",1
Best Strategies for your Remnant Ad Inventory https://t.co/utkh9qo8yB https://t.co/WS4SOfuqtx,0
Nem uma menos no STF https://t.co/IzSZVKiqrA via @cartacapital,0
A CARA DA FEIA DA VIVIAN E DA GORDA DA ROBERTA SÃO AS MELHORES COISAS ESSE MOMENTO EH MEU #BBB17,1
Magrela feia — Sou gorda amor https://t.co/tSU5XTen3m,1
@HWirth @RickCarpiniello bad teams tend to follow Keith Yandle around.,0
Vamos lutar até o fim. https://t.co/yR3ve0uE0W,0
@taaaycarino @porrapaloma18 tá curtindo gente feia e gorda,1
"@Nath_santos20 - coisa feia é tu leitoa, tá gorda igual uma porca .. 😒😒😂",1
Gente a mulher parece aquelas tia que fica na cozinha mas na verdade ela é um gênio da física #MasterChefBR,0
Mano q mulher inteligente da porra eu tô me sentindo burra,1
Se essa mulher for excepcional na cozinha eu vou me sentir um lixo... sei nem quebrar um ovo direito! #MasterChefBR,0
O que essa mulher está falando ??? Eu tô esperando pela comida e ela falando sobre sla. Me senti burra #MasterChefBR,1
A mulher é engenheira nuclear e consegue ser boa na cozinha puta merdaaaaa #MasterchefBR,0
RT @opsluanjo: Gente a mulher parece aquelas tia que fica na cozinha mas na verdade ela é um gênio da física #MasterChefBR,0
Plisss https://t.co/wRXlB1vSbH,1
"A mulher é um gênio, vei. Me sentindo tão burra aqui que ceis nem sabem",0
ai socorro jesus deixa essa mulher no programa por favor só pra gente ouvir ela botar conceitos físicos na cozinha #MasterChefBR,0
Alguém consegue ver #ThisIsUs sem chorar litros?,0
All I have to say is would people I know quit dying I don't have time for this,1
"@AntonellaPerezN @flansida jajajajjajaajajajajjajajajjajajajjajaja ay no la puta madre te odio, recién me despierto y ya estoy re tentada",1
"@mariaa_msj não quero, assim eu seria a feia e gorda do casal",1
Dia da mulher eh dia de eu me irritar c hipocrisia e gente burra q não entende o real sentido desse dia,0
"Hoje meu lado ""Rosa"" está em festa...rsrs
Venho aqui homenagear e parabenizar todas as mulheres… https://t.co/YcnzIElbHH",0
"#Jobangebot, Mitarbeiter für die Projektdisposition / Produktionsplanung (m/w), #job https://t.co/FahTg5Z1x6",1
"Feia ou bonita , gorda ou magra seja como for mulher nasceu para ser respeitada . Feliz dia da Mulher para todas nós 🌹",0
@DNPSP A minha vida aqui é um gozo caralho não é juiz sou um cabrão vamos a Zulmira pai que Sérgio e Angola não existe lei voz minha prova?,0
"Sabemos bem o que é sermos boicotados e censurados, por isso vamos protestar contra o pensamento único do sistema.
https://t.co/TZ1BilIcxL",0
RT @lxrryperff: 6.- Tengo miedo https://t.co/EhsqvMEP81,0
"Feia ou bonita, gorda ou magra, seja como for, mulher nasceu para ser respeitada!",0
Isso é democracia pro Reinaldão... Cada dia mais patético! https://t.co/h4R3e7aPxX,0
5 beneficios que logras al ejercitarte con la elíptica https://t.co/P8zuY8RMsy vía @zumbynews,0
"Η Folli Follie υποχωρεί 1,13% και βρίσκεται στα 18,43 ευρώ με όγκο 60 χιλ. τεμάχια και αποτίμηση 1,23 δισ. ευρώ",0
"mulher esperta fica rica, mulher burra fica pobre rsrs",0
Imagina que loko seria se no dia das mulheres recebessemos respeito https://t.co/HCuE70Ol5k,1
A Burra da mulher esqueceu o celular no ônibus e ta chorando aqui no busão queria não rir,1
"RT @Ray_TheOne: Un beso con mucho amor para todos mis seguidores.  Escuchen https://t.co/Y3sZNC8jea
@TheAngelsEmpire @AARW_ https://t.co/xG…",0
"RT @pauloap: Ué, não lutam por igualdade? https://t.co/SfwMDEC3q5",0
"RT @blogfeministas: 8 de Março! Vamos juntas! Dê RT dizendo por que você para?

#8MBrasil #8MBR #EuParo https://t.co/QEfW0Knfrb",0
"Não adianta nada fazer textão de dia das mulheres e quando liga no callcenter chamar a atendente de burra  e dizer ""tinha que ser mulher"" :)",1
"RT @khaled_q28: ميليسي :
رغم الوقت الضيق وضغط المباريات الا اننا استرجعنا لياقتنا وأستعدينا لمباراة الفتح التي تعتبر لنا مباراة نهائي .",0
"Confira a contribuição de uma de nossas integrantes para o blog da marca Insecta Shoes!
""Será que realmente somos... https://t.co/wa9t6vhirl",0
eu não sabia que com o dia da mulher viria tanta gente burra falar bosta na internet,0
"The latter, fa sho https://t.co/5jbWWD8otO",0
"@ronanoliveira_ @jpriscilla26 Cuidado com a burra! 🤗 Proteçao na EDIÇÃO, mulher! O programa ta ""pintando"" ela como uma vitima e perseguida",1
RT @AlexRoussef171: Povo comendo lixo - esta é a prosperidade comunista bolivariana. Luladrão e sua ORCRIM tem que apodrecer na cadeia. htt…,0
Assim como cabe aos pais a educação sexual dos seus filhos.Quer que desenhe? https://t.co/nA0xjniIF3,0
"RT @arnaldoluisba: @marisa_lobo @semprefamilia_ completando: Mulher tem útero e gera filho, Homem não tem.",1
"PNR marca protesto pela “liberdade de expressão”
https://t.co/bNmySpx5Ty",0
"RT @ashemalii: خيّب الله فال عدوانك وخابوا يابو فهـد 🇸🇦 
#فشل_محاولة_اغتيال_الملك_سلمان https://t.co/lgscNsiBhl",0
@torvimoraes vc me chama de gorda e feia 😡,1
https://t.co/7LnrXZXsfB,0
Caso Rufino António não avança na Procuradoria Geral da República https://t.co/QfWF5UDHEf #notícia https://t.co/TypzzE4GDa,0
"Eu sou mt burra, o menino falou ""feliz dia da mulher"" ai eu ""pra você também"", nem percebi",1
"@FabisMorelli miga nao tem livro de estudos em promoçao , mulher é burra",1
@larissasandy18 fui fazer luzes e a burra da mulher fez merda... Tá horrível,1
RT @IslandRecords: Congrats to our @iheartradio #iHeartAwards Winners @ShawnMendes and @ddlovato! https://t.co/cjeqyZC6Ea,0
"É sério eu não sei o que é pior na minha vida vey 
Ser pobre ou ser pobre gorda e feia??!!",1
Deu acidente aqui na esquina de casa e só da pra ouvir os pedreiros gritando chamando a mulher de burra kkkkkkk,1
"@estudioi ter tempo pra cuidar da família é ""o grande problema"" pra mulher ou pra qq pessoa que trabalha E tem filhos?",0
"@AngolanoViril Por algum motivo já pensei ""deve ser de Cabo Verde""

Porque Cabo Verde? Não sei.

A propósito, fui o… https://t.co/6pTGjCdEX9",0
"Por um mundo com mais:
#MeuAmigoSecreto
#NãoÀCulturaDoEstupro
#FeminicídioNão
#NenhumaAMenos
Celebremos o #DiaInternacionaldaMulher.",0
"RT @DedeAndo: @monicafragoso era de lo más valioso en @pan_edomex sin duda lo mejor de PAN Toluca
Síganle, luego pierden elecciones y se ti…",0
RT @g1: Movimentos sociais e coletivos feministas protestam por direitos da mulher em SP https://t.co/5GJ3xjSPqB #DiadaMulher #G1 https://t…,0
"RT @huffpostbrasil: 'Enquanto não for prioridade, não vamos conseguir diminuir os índices de violência contra a mulher' #DiaDaMulher https:…",0
"RT @Egocentricpapi: Mulher que apanha de homem e ainda assim continua com ele é burra!!
Att: Não perguntei nada, é burra e acabou",1
"Dia desses apareceu uma propaganda aqui na minha TL sobre trans serem versões piratas de mulher e eu fiquei apenas ""wtf"" gente burra",1
RT @csl_silva: Mulher burra machucou meu braço,1
@tugalixo não... isto foi a entrevista que ele fez em Angola tipo,0
"A Senadora do Paraná mandou você Mulher, fazer greve de sexo. #FelizDiaInternacionalDasMulheres https://t.co/t0R0x7seoR",0
"Grande primeira parte.
Continuo a acreditar.
VAMOS CARALHO!
#BVBSLB",0
Não estou acreditando! Cadê os nossos senadores? https://t.co/bvdCYz6EYI,0
"Os ""homens"" do governo da Suécia. Sem bolas, afeminados... Não é por acaso que os ""refugiados"" deitam e rolam naque… https://t.co/fDoIRrLlOM",1
"O que o Barcelona acaba de fazer vai ficar para sempre na história do futebol.
Que remontada incrível!",0
"RT @Meshari_: حدثت المعجزه
حدثت أكبر عجائب كرة القدم
حدثت أكبر غرائب وجنون كرة القدم
برشلونه يتأهل في سيناريو تاريخي",0
Si tiene 3 sellos es rico! 🐽,0
"RT @CandeUrso: Bueno chicos el Barça hizo 6 goles que bueno, pero ya fin vamo a calmarnos",0
"RT @EyadDawoud30: Barcelona 🔵🔴
Yes we can 
Yes we made it 🔴🔵🔴🔵❤❤❤
#ForçaBarça #UCL #FCBPSG #برشلونة_باريس #برشلونة #barcelona https://t.co/…",0
"@coebravo foda se ela to nem ai, gorda feia idiota",1
@JuventusX6 @harikriss FAKE NEWS,0
RT @joaomhenrique: Num dia como o de hoje e o onze do Benfica em Dortmund não tem uma única mulher. É uma vergonha!,1
"Teachers should just write how many words they want, rather than put 100-200...they know it's ending at the 100th word",0
RT @eita_barbzz: Acho mó engraçado o galero que tenta chamar atenção fznd piadinha burra sobre o dia da mulher,0
#diadasmulheres | Já leu uma mulher hoje? https://t.co/aeGKEOy8cp,0
"Sendo Azulina ou bicolor, bonita ou feia, magra ou gorda! Não importa, vc sempre terão o meu respeito! Mulher e todo nessa vida! Sem elas...",0
"É de se esperar que um povo q não aceita um cão pela sua cor não abra as portas aos refugiados 
Isso da nojo",1
"Daqui a pouco, 21hrs, estreia o documentário #EuVocêTodasNós no @canalfutura! O doc fala sobre feminismo e ciberativismo. Não percam!",0
"@lovedovahkiin A verrrrrrrrrrrrr, ¿la organización? Ye lo que hay... una lástima",1
"Mulheres no dia das mulheres: SOMOS TODAS BONITAS 

No resto do ano : ""aquela gaja é mesmo feia e gorda vê-se mesmo… https://t.co/LsBmMzCowB",1
"Minha filha de 14 anos está sofrendo bullying. Sofre desde os 8 anos. Pq tem cabelo de preto, pq é gorda, pq é feia... Pessoas, parem.",1
@BrbaraMaciel8 krl ue gnt pra QM falo que nn tem medo da prima dela mn foi oqe eu falei pra ela nn importa se e gorda magra feia oqe for..,0
@eSportsGears Splyce,1
Tá super legal o documentário #EuVocêTodasNós passando AGORA no @canalfutura. Dá pra acompanhar por aqui &gt;&gt; https://t.co/3h24XnSMhN,0
RT @canalfutura: E assistir a qualquer momento aqui: https://t.co/YL6a1jp6sh https://t.co/K6ggeMUtNN,0
"I Seminário Feminista Sobre Encarceramento
O encarceramento de mulheres é um fenômeno que nos últimos anos vem... https://t.co/Bja9VBu24l",0
RT @_deadputa: Se Angola não for considerado melhor destino europeu em 2018 eu desisto da vida,0
"Que raiva daquela mulher burra, deu os pontos igual a cara dela",1
radio talent burra coloca macho p eneltecer mulher,1
"Ah, porque o nacionalismo deste gajo é económico e é tão económico quanto o do PCP. Com a diferença de o PCP não querer Angola de volta.",0
"@laurensisart se for gorda, feia, mt magra, isso e aquilo, é DA MULHER e não de uma mulher específica cara....aiai vou nem falar mais nada",1
"Mulher burra fica pobre,mas eu vou te dizer se for inteligente pode até enriquecer. MINHA BUCETA É O PODERR",0
@JoyceC_leal dia da mulher burra,1
RT @FCBW_A7: بيكيه : من الأفضل أن يتم تعيين حاضنات للمنازل من الأن لأجل الأطفال الذين سيولدو بعد 9 أشهر .. الليلة ليلة فرح,1
"passando aqui só pra dizer que nao interessa se é puta, santinha, gorda, magra, feia ou bonita, se eu amar essa pessoa, pau no cu de todos",1
"Refugiados Muçulmanos são flagrados atacando a Polícia Nacional Francesa.

Não são manifestantes. São anarquistas... https://t.co/SJezGrcRr1",0
"Pra quem perdeu o documentário #EuVocêTodasNós ao vivo no @canalfutura, NÃO SE CHATEIE! Tá disponível aqui &gt;&gt; VEJA https://t.co/RAQAC6GOws",0
Canso de ver um monte de cara burro pagando de machão e um monte de menina burra que procura no Google o significado de ser uma mulher.,1
Que onda wachi altos mosquitos 😒😒😒,1
"Tida mulher é real. Seja ela gorda, magra, alta, baixa, preta,branca, feia, bonita. Toda mulher é real e não tem mulher mais real que outra.",0
"RT @dcjrcantrell: #Trumps7WordWireTapLeaks
Pictures tell the tale. See the difference? https://t.co/GAy4mYelD3",0
"Tô gorda e n consigo emagrecer, certeza q minha gastrite tá piorando pq só passo mal, n tenho inglês fluente, n sei nadar, sou feia +",1
"Roberta tu é feia, falsa, rídicula, gorda, entre outras coisas q não posso dzr aqui por risco de processo.Vai sair com rejeição max  #BBB17",1
"""De manhã eu fico sozinha em casa porque todos os meus irmãos vão pra escola e minha mãe vai trabalhar. Aí eu... https://t.co/lawBCVAv6d",0
"Mulher esperta sabe ter um homem na palma da mão , mulher burra apenas acha que tem mais na vdd não tem nada",1
@Sybylla_ você tem algumas dicas de livros de ficção científica que podem ser lidos por crianças?,0
"RT @eeobala: Mulher esperta sabe ter um homem na palma da mão , mulher burra apenas acha que tem mais na vdd não tem nada",1
"Loosu paya 😠😠
#PorukiSwamyBJP
#Chela https://t.co/SoGW0fZFFH",0
@y1u2k0607 もう帰ったわ笑笑,0
@TamiRobertson17 @realDonaldTrump Am following u ms tami,0
🔊🔊🔊🔊AND THE CALL ISNT OUT THEREE AT ALL ITS INSIDE MEEEEEE ITS LIKE THE TIIIIDE ALWAYS FALLING AND RIIISING https://t.co/md4V6HsDy9,0
"RT @snsdrug: ""jihyo é feia""
""jihyo é gorda""
porra queria eu ser feia e gorda que nem a jihyo, pfff",1
"lembrei d quando meu pai chamou uma mulher d burra e ele foi parar na delegacia
""ele falou que sou burra""
""eu falei q ela é burra mesmo""",1
gorda e feia,1
tá pra nascer mulher burra como eu to sem celular pq esqueci o cabo do computador no estágio,1
@ramonsm16 ela é mais legal eu sei. Só que ela é feia e gorda...,1
الله أكبر https://t.co/o3bM2hnc7b,0
