text,hate_speech
'PODERIA SER MELHOR APÓS DIARRÉIA',1
"'NOIZINHAS MENGAO faz, nós temos URUBU chamado NKU, que será contra BOFES de outras equipes, vamos pegar o SKU ou sair do NKU. O que devemos fazer SRNSomos Rabudas Negao dcm DIÂMETRO CRFCheirinho R Fedida '",1
"'Vermelho nojento deveria levar um tiro na cara, bad boy'",1
A garota se veste como uma garota. #NaoAIdeologiaDeGenero https://t.co/lrrht2dUq0,1
CusquicesFufas divulgou no Twitter sobre o porto “Fufas”. Realmente há muito tempo. Que tal limpar o chão e lavar a louça?,1
@RachelSherazade ele só vai preso se ele fizer uma piada com gorda...,1
RT @maathbz: Não há título melhor para uma biografia do Bolsonaro do que: JAIR BOLSONARO,0
"Claro, você simplesmente não é um idiota nerd, bandido acorrentado, mulher idiota, fanático por hipster ou viciado em celebridades.",1
"Sempre que vejo o MasterChef Australia, quero experimentar um novo prato.
Está decidido!
Vou oferecer a minha namorada uma termomixa",1
"O cara tá num carro ROUBADO, ao ser parado, sai ATIRANDO contra PM e tem consigo armas e GRANADA! Mas é SUSPEITO (! _ https://t.co/H2cJWz2oQn",0
"Eu me sinto muito desconfortável e gorda, e então as pessoas vêm até mim e dizem: ""Você é muito bonita, mas é gorda.""
Atire em mim fdp
# асканамия",1
"Nós heteros, que AINDA somos maioria, devemos nos unir contra a ditadura da minoria. Abaixo a #heterofobia !!!!",1
'No Nordeste acontece de tudo ',0
'Eu ja havia arranjado um apelido para ele aqui em casa ocuquefala',1
Fico triste com o quanto um homem sente que uma mulher tem a obrigação de falar com ele no Tinder. Ou ele chama de prostituta.,1
O Barça viu o PSG de branco e pensou que fosse o Real... aí deu no que deu né kkkkkk,0
é tanta caloura sapatão que vai ter apresentações de voz e violão na cantina durante os intervalos,1
"Você me pergunta, porque defendo Março Marco Antonio Feliciano Eu vejo através das lentes de Cristo. Ele pode ter... https://t.co/LpdlxT1XyT",0
"@GloboNews ""O bandido tem que se ferrar e acabou !!""",1
'Bandido tem muito para Muzenga até resolvendo esse problema de superlotação fazendo o Carandiru um dia mais fácil',1
Ja que reclamaram tanto. feliz dia da feminista que faz questao de dizer q nao há genero Masculino/FEM entretanto q _ https://t.co/NqXcHLQ6dt,0
"Com maridão @jofran_alves  na praia de leste.  Semana que vem ,começa nossa maratona de _ https://t.co/7C0MOWDHgU",0
Agora é apenas uma gordura suja e feia,1
"""Lizzie é grátis""",1
Esse feminismo que quer igualdade entre homens e mulheres? https://t.co/UQpeGIjPT0,0
"gosto é gosto, a pessoa é obrigada beijar quem não acha atraente? TUDO É RACISMO",0
"RTVulgo_DiGatta :, feia, linda, gorda, gostosa. Meus olhos estão sangrando !!",1
RT @Thalytaangelici: Por que o dique sofre tanto,1
RT @editorahumanas: A maior verdade das ruas https://t.co/JbwEYAPmna,0
'Na categoria so TJ tem chance consideravel Cruz tambem mas menos no entanto ainda apostaria em Cody Ja contra Aldo ele nao seria o favorito Aldo usaria  bem os jabs e os low kicks e faria uma luta estrategica',0
"@ Vivianimonfrad1 ela tem um rosto fofo porque é magrinha, ela era uma feia feia que as pessoas já tinham ouvido falar, mas que fofa ela é",1
quem foi adobe hitler??? kkkkkkkkk http://t.co/ZdbS9wq5Ir,0
"#DiaDaMulher 
8 de Março https://t.co/9HzBTFenh4",0
Deve ser preto (nada contra)))),1
'QueseFODAesseFDP e quem gosta e defende ele tbm',1
"Sen. Richard Blumenthal, que nunca lutou no Vietnã, e disse por anos que sim (grande mentira) agr distorce o que o _ https://t.co/ytHckJ8rNt",0
@CapitalismoOP  vc tem face?,0
"RT @BolsonaroSP: Bancada ""feminina"" aproveita dia int. da mulher para criar fundo com nome bonitinho para financiar o... ABORTO! Legal né? _",0
"Informação importante para quem vai ao Estádio da Luz assobiar este menino:
IDE PARA O CARALHINHO QUE VOS FODA.
Obr _ https://t.co/5iLLbZUfMg",0
"O Canadá quer receber 40.000 refugiados, ou 40.000 desempregados, a população não explica isso.",1
"Sabataw diz ""AAAAAAAAAA"" com alegria de Hallelujah kkkkkkkk https://t.co/Wgr9drJ2YK",1
@Mih_ArmstrongL tambem nunca vi o FEMINISMO contra o FUNK...tu ja viu ? ..ou não é a valeska popozuda o simbolo do _ https://t.co/exyi1I4HO3,0
ig Bigsbivo Babando Mine Hetero Awake 01 Single Feeling: https://t.co/qTA5mX1to7,1
"Sendo Azulina ou bicolor, bonita ou feia, magra ou gorda! Não importa, vc sempre terão o meu respeito! Mulher e todo nessa vida! Sem elas...",0
"'Ricardo parece um cavalo, mas é burro'",1
"""A polícia civil do RJ, por exemplo, nem tem banheiro para o kaggar e essa capivara está preocupada com um bandido.""",1
"@_SsarahA @Ebandeira_ isso não é errado mas é uma pesquisa de pessoas estúpidas, as mulheres trabalham menos que os homens",1
"18:40] Max: Vai tomar no teu cu então
18:40] Max: Sua gorda feia
18:40] Max  :Meu amor por você
18:41] Leticia: Eu sou gorda Maxwell? ",1
Minha declaração sobre o que está acontecendo na Suécia foi referência a reportagem exibida na @FoxNews em relação _ https://t.co/bjklAZyJlt,0
"ESSAS FÃS DE FITFI HARMONY CAMILA CABELLO SÃO TUDO RETARDADA PAI AUSENTE, E FICAM SE ESFREGANDO A PERERÉQUINHA PRA APARECER, TÁ NA MODA
#PAZ",0
'Excelente a iniciativa da Ministra e Presidente Carmen Lucia Parabens',0
Homem que é homem só come carne. Peixe é coisa de bixa.,1
@ euluana66 assim é! tem um homem que acha que não existe orgasmo feminino (ri e se arrepende das mulheres que fizeram sexo com eles),1
"@HelderRocha16 @ChagaLuccas caras, foi bom falar com vcs, mas eu preciso sair... Valeu pela conversa",0
"Eles marcharam, nós também temos o direito de nos expressar. #Orgulhohetero Dia AGORA!",1
"@jeanwyllys_real Olha a loucura da militância ... mulher trans, traduzir homem também é MULHER. Não. são homens .. _ https://t.co/nb4o8l6plQ",1
"EU VOU CANTAR ESSA PAIXAO QUE VEM DE DENTRO 
UM SENTIMENTO VERDE BRANCO E GRENÁ #DiaDeFlu",0
RT @AlexRoussef171: @agnaldoregojr @jdoriajr @partidonovo30 Concordo! Venceria as eleições com certeza!,0
se tá na internet... já sabem né https://t.co/GnTQoqFVX7,0
"72% dos refugiados que vieram aos EUA (3/2 à 11/2) durante o IMPED. LEGAL são de 7 países: SÍRIA, IRAQUE, SOMÁLIA, _ https://t.co/4PsneMNlo0",0
લાગ beckttx @spacelerman Eu pensei que você fosse um sapato do youtuber,1
Fim do Mundo foi cancelado pq o Aeroporto da Portela já não tem capacidade para receber + asteróides devido à saturação do seu espaço aéreo.,0
Cavaco poderá não ter um amigo q lhe compre todos os livros mas teve uma Editora q anda há décadas a ser financiada por todos os portugueses,0
"Acima de tudo, uma vitória esmagadora da classe https://t.co/s9lvC87ILS",0
O @gduvivier adora passar uma vergonha https://t.co/VL6Fv63JbD,0
“Alexandre Acioni vai estudar para descobrir o que é o comunismo. Essas medidas do Temer são piores que o comunismo.,1
"Ele tem um amigo, mas está morrendo de vontade de comê-lo!",1
"Rindo até 2020. Foram reclamar do banimento do Trump de alguns países, ele foi lá e baniu todos os refugiados. Como não amar?! ",1
"""O feminismo não é capacho da esquerda""
"" VocÊ é um nazista""
hahahahahaha  que retardado!!!!!  Refute o que eu fale _ https://t.co/oHA1P45vpx",0
“São Paulo gosta de fumar pessoal”,1
"@libdep Pegar refugiados eles não querem, né?",0
"Espero que não peçam ao Michael J Fox para bater palmas ao vencedor, senão nunca mais saímos daqui hoje
#Oscars",0
'Você sabe o que e fórum privilegiado seu burro burro',1
RT @olhosvioleta_: Hoje é o dia dos seres mais perfeitos do planeta: as mulheres,1
"RT @rpsantos1970: Eu não pretendo exigir nada, só apelo ao vosso bom senso! 
Não será altura de mudar!? @pnr 
#PNR #RenovarPortugal #Portug _",0
'Nao reconheco esse governo ilegitimo e golpista Fora Temer e companhia',0
Fodida esposa,1
"Eu disse coisas ruins sobre os homens, e falei sobre eles no DIA DA MULHER, mas que idiota.",1
"""PREESCREVEM"" 
Esse é o nível de jornalismo do @JornalOGlobo !!! Inacreditável que alguém assine esse lixo! https://t.co/tt8dXVp17x",0
"se a garota ligar para Rayane aos 15 anos, ela automaticamente engravida",1
Desta vez Friday @homemdeverdade não vai mais à balada do Trump .... Já dei duas desta vez! Apenas relaxe agora ...,1
"RT @FlavioBolsonaro: O @reinaldoazevedo pode usar seus canais para defender o PSDBista de estimação que quiser, mas não para cometer crime _",0
@ ashblonde1091 @ pestil3nce @rckmbch @Felipepest o bom de amaldiçoar o falecido é que o estou chamando de mau e som ao mesmo tempo,1
"O Canadá quer receber 40.000 refugiados, e isso significa até 40.000 desempregados, e isso não explica para seus residentes.",1
as mulheres deveriam passar 18 horas lavando pratos sem parar!,1
"RT @maathbz: Não importa em que ""dia feliz"" eu estou pensando ou o que você não deveria adivinhar, senão vou ficar com raiva e passar 1 ano _",1
Uma #MulherDeVerdade dá valor às mais belas qualidades dos seres humanos. E dá valor aos amigos verdadeiros.,1
'Sabe o que eu acho engracado os nossos governantes  nao pensam em cortar regalias e beneficios desnecessarios que os favorecem porque sera ne e mais do que claro ate mesmo para quem nao quer enxergar eles sao estao la para defender seus proprios interesses  e os dos empresario o no casso eles tambem ou comecamos a tomar uma atitude para mudar de uma vez por todas essa roubalheira nesse pais o a tendencia e so piorar para o povo porque dinheiro para investimentos nao tem mais para aumentos de salario e regalias nao falta',0
"RT @editorahumanas: O PT recebeu 40 milhões da Itaipava
O Lula pode alegar que foi pra consumo próprio",0
não conheço a proposta de lei mas se veio do bolsonaro eu apoio,0
isso é golpe contra o cunha,0
"""Oi, nós somos sapatão"" KKKKKKKKKKKKKKKKKK",1
"RT @AlexandreVidalR: @fpdobbin @g1 eita, não é zero... Alemanha avança para restringir uso da burca https://t.co/Z66n4Bz0q5 via @dw_brasil",0
"@SERGIOMOROROCKS @jornalnacional 
Daqui a pouco começa @jornaldarecord 
Jornalismo de verdade. 
Vai mostrar a roubalheira no BNDES.",0
#HQEH não pergunta à esposa/namorada onde ela quer ir. Fala pra onde eles vão e pronto.,1
Frangas de plantão ! EU VOLTEI !!!!! CHHUUUUUPAAAAAA,0
'outro burro que não sabe nada sobre este artur',1
RT @dexmagazine: Presidente da África do Sul pede confisco de terras de pessoas brancas | https://t.co/QruyRMyl8A https://t.co/DOAZeHnpA4,1
RT @CapitalismoOP: @ArantxaNome @editorahumanas. Não ha ninguém mais machista que uma feminista ou feministo,1
"RT @AstoonHabbo: inggafe Rock Rock na Disney, só vejo como fica grande e feio quando não tem dinheiro",1
"Eu sei que você não precisa ser magra para ser bonita, mas eu coloquei na porra da minha cabeça que eu sou muito gorda e feia",1
"Amanhã em Angola é feriado, porque é que aqui também não é?",0
RT @GABRIELPlNHEIRO: O moleque do MBL levou uma surra  ahahhahah https://t.co/ofICXJ4iz2,0
#EscolaSemPartido.  Só não vê quem é ESQUERDOPATA.. https://t.co/reUZ58586t,1
'Complicado e colocar o Cirino e Gabriel atacante que nao sabe chutar nao faz gol',0
"Se você fosse candidato de direita à presidência na França, teria sua imunidade cassada por postar essa vídeo. Pois _ https://t.co/9EENktfyly",0
Por ex obras em angola vieram ou nao do BNDES? Quero entender @JoseMedeirosMT @Dep_Imbassahy @MoreiraFranco _ https://t.co/9q1CjTsZyA,0
"Nosso G1 esse preconceito
Você está dizendo que as mulheres não podem seguir um curso mais complexo?
0 respostas 0 retweets 0 curtidas",1
'TODO ESPECIALISTA TEM QUE MENTIR PRA SE DAR BEM',0
'Assim como suas avós Uma dobra indestrutível kkkkkkkkkk',1
@JornalOGlobo Acho errado! Posso ir lá e dizer que a religião não permite que eu mostre o rosto e tirar foto para RG com a burca?,0
@sagitarionizei eu só sigo sapatão e viado kkkk,1
"@ 5gu @caiquepala AAAA, maldito gordo.",1
"Tem mulher espalhando, tá importando, tá mal ... tem gente diferente, tá gostosa, linda, linda ..",1
Um homem que é homem joga girocóptero no banheiro da casa de sua cunhada.,1
@luomobli @Curate_Angola não sei mas acho incorrecto.,0
@AgenteRusso o cara que escolhe foto é muito fanfarrão,0
RT @pxandreia: @GABRIELPlNHEIRO era sua prostituta porque ninguém dava moral aos seus falsos estupros e ela se revelou feminista. Isso faz mais do que _,1
"RT @israelfinardi: Capitalismo não liga pra ninguém, mas ele liberta as pessoas.
Ter oportunidade de negociar é que é a verdadeira liberda _",0
Como assim angola não é na Europa ??? xD https://t.co/HxSefN3npu,0
"Minha mãe queria q eu procurasse uma mulher no Facebook e essa foi a descrição:
Ela é baixinha, gorda e tem a cara bem feia. Tô chorando ",1
"Imprensa toda mentiu sobre
1- quem era Trump
2- pesquisas das eleições americanas
3- fake news ""documentos vazados"".
É o desespero batendo.",0
"hj eu vi uma gorda tirar as havaianas pra pesar na farmácia e entendi o significado da palavra ""esperança""",1
Aquele símbolo que dá aquela fome https://t.co/2BqfxiRBg4,0
-Me dá um biscoito? -Mantenha-se meu filho. -Mas eu não tenho braços !! -Não há braços sem cookies!,1
tem tanto negro nesse BBB q eles vão usar as estalecas pra comprar droga,0
"Pra @SpOAB os crimes que esta página mostra há 7 meses de Feministas, SJW, etc: foda-se
A EH fazer MEME contra feminista é ódio, violência..",1
@jessyca_pes a senhora está sendo leviana,0
"Mulher que fica: ""Ah, eu não sou feminista"", tem que ser muito burra né, pra ir contra algo que a defende",1
"Chamaram Gattaz de sapatoon na arena de jeuanuaneuaheuhasesse e Glinhas de viado em Minas. Hum, vamos para o exército?",1
"Que bonito hein! Que cena mais linda, será que eu posso participar com o casalzinho ae? https://t.co/KWvi9EFkBL",0
'Sera que foi sabotagem',0
"Sinceramente, se forem refugiados de países vizinhos não vejo o porque do desespero (tem a questão da cri$e, óbvio) _ https://t.co/UwwQut8LIZ",0
"Na Suécia... está tudo ""bem"", não é?
#Sweden #PNR #Refugees #fakenews 
@realDonaldTrump
https://t.co/Y3Sap1TUTW",0
"Não adianta mandar mensagens de texto para o Dia da Mulher e quando você liga para a central você liga para a atendente estúpida e diz ""Eu queria ser mulher"" :)",1
"A Senadora do Paraná mandou você Mulher, fazer greve de sexo. #FelizDiaInternacionalDasMulheres https://t.co/t0R0x7seoR",0
RT rsrdeabo: Chegamos ao estado de ter um pai que não aceita um filho simples. https://t.co/Uh4kBEljgq,1
"@Marinapontocom oi, desculpa por isso. eu dou print pra galera denunciar. pra expor mesmo os babacas. eu só quero ajudar, de verdade.",0
"RT @imjustkiff: as fufas usam sempre o msm argumento
""como mais cona que tu""",1
"Vou boicotar o Habibs
Mãe tô com fome
Big Mac 21,99
Whooper 22,99
Esfiha 0,99
Filho, quer de queijo ou de carne?",0
"@CusquicesFufas Um twitter sobre os ""fufas"" do porto. Na verdade, há muito tempo livre. Que tal varrer o chão e lavar pratos?",1
RT @ajulysantos: Parece que @AecioNeves anda bem preocupado com a candidatura de Jair Bolsonaro https://t.co/HA4Fc02ILn,0
"Eu gostaria de observar que a ocupação do colega de classe, feiura, gordura, astrotum e assim por diante é a usinagem TBM.",1
gorda e feia nao cabe na tela do celular de tão gorda https://t.co/FBL2xg6MwL,1
"Eu nao defino o Angolano
pela cor, seja ele branco, preto ou mulato eu
defino o Angolano como aquele
que ama Angola _ https://t.co/sTch48FBfg",0
"Não pode ser séria essa chamada... 
QUER DIZER QUE ÔNIBUS RESOLVE PEGAR FOGO ASSIM DO NADA??!? https://t.co/r9pG0N75Kl",0
"II CRIANÇA, SAIA MARIDO @ gabrielpgd23",1
RT @feministinho: #meuamigosecreto sou eu mesmo,0
Politicamente correto é a pqp https://t.co/eCeZr2gkYo,0
"Em campo de novo, pode vir, tem vitória
A maioria é o povo, só quer fazer o bem
Nego faz refém, os branco que aqui tem",1
'Voces sao idiotas ou se fazem Voces sabem que ele e do executivo e quer que interfira nos outros poderes Esses salarios sao vinculados a texto constitucional se informem mais nao que ele seja santo mas pra nao passarem vergonha de falar coisa que nao sabem',1
"FELIZ DIA DAS MULHERES
PRA QUEM NASCEU HOMEM E ACHA QUE PRA SE MULHER BASTA COLOCAR UMA SAIA O SEU DIA É 1º DE ABRIL
#InternationalWomensDaY",1
"'Eles são doces, mas o cheiro não cheira a abutres'",1
"RT @joaoo_gaspar: Esse sorriso é branco, mas não é por causa da Colgate https://t.co/I9H1bR4i8k",0
"""O lugar da mulher é na cozinha""
Vocês, sexistas, o lugar de uma mulher é onde você a quer. Desde nua. https://t.co/xhKXOHQLlY",1
RT @OficialJoao: Homofobia do Orgulho Hetero. Músculos abdominais,1
'Enquanto isso seu time contrata marcelo cirino por  anos e damiao por  ano e meio',0
Ex Gays existem. https://t.co/kUkFDz294y,1
Dia da mulher e estou eu feita escrava a lavar a casa. Parece que sou burra.,1
Eu quero que bela e a fera estreie logo pra eu PARAR de ver propaganda desse filme socorro não aguento mais,0
"""Quando a misoginia é premiada"" - artigo de Vanessa Fogaça pro nosso blog, confiram! >> https://t.co/CZIK66PO53 https://t.co/Zjq4Jl2Q0C",0
"RTezvenus_: Surpreendentemente, marcar um encontro é fácil",1
7 PICA DOS ALEMÃO https://t.co/XtZLBuzP99,0
'O Serra com  milhoes nada tambem',0
"RT @kordeidoI: 6- emily fields
só se fode
emaya era lindo sim 
maria sapatão
merece bem mais 
ela toma tanto no cu que as vezes eu acho qu _",1
RT @iStevenOficial: eu ainda não superei o fim de 2010,0
"Rindo até 2020. Eles foram reclamar do banimento de alguns países de Trump, ele foi lá e bloqueou todos os refugiados. Como ele poderia não amar ?!",1
'E serio isso ',0
# Escolasempertido. Não olhe apenas para quem é ESQUERDOPATA .. https://t.co/reUZ58586t,1
"não tem pinto, tem orgulho !",0
Preciso arrumar meu quarto. Contrato estagiário.,0
@quem_liga @lucasfa_ talvez. não posso acusar sem saber. vou aguardar a resposta pra ver onde essa menina aprendeu a ser escrota.,0
meninas que vão pra morro branco mas queriam ficar de vez em fortaleza,0
RT @ReyBiannchi: Estado ladrão! https://t.co/Ut0OQBjV19,0
ALGUÉM TEM QUE AVISA ESSA MOLECADA QUE CARNAVAL NÃO Ê SÓ BEBEDERA E PUTARIA SEM PRESERVATIVO COM ESTRANHOS. ONDE FICA O RESPEITO AO PRÓXIMO?,0
"Sapatao nao deveria sentir cólica, muito menos menstruar ",1
'O problema e os caras tirarem dinheiro da previdencia dos trabalhadores da iniciativa privada para pagar beneficios para servidor publico civilmilitar',0
a menina não aguenta mais ser a mulher mais burra da região sudeste,1
'Quem que era mesmo o Homem mais honesto do Brasil',0
"""aprender a escrever um cavalo""",1
"O @ibelongjb merece parabéns por dar uma @Desesquerdizada no @Justiceiro_Sujo do @tommoskyfalls
Da série ao vivo™_ https://t.co/py30uxfU7p",0
@ashblonde1091 @pestil3nce @rckmbch @Felipepesta o bom de xingar a falecida é que tô chamando de ruim feia e gorda ao mesmo tempo,1
"'Enquanto isso, a Copa do Mundo Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk continua a ter Pamarda reimpresso'",1
Deus criou ada e eva em vez de ada e ivo,1
".... ela é top, capa de revista http://t.co/CCQsybQwdS",0
Iiiih sapatão sinistra kkkkkkkkkkkkkkkk,1
"Acho que feministas que compartilham algo sobre quebrar tabus e chamar outras de gordas, feias e lutadoras pelos homens são muito interessantes, parabéns p vc",1
não é obvio???? https://t.co/FGz5aBRdLG,0
RT @TonhoDrinks: A esquerda está no comando dos maiores países do mundo por uma década mas o problema só apareceu agora?  https://t.co/iTxo _,0
Minha sala só sapatao e viado,1
@alexandregarcia eu te amo!,0
"Recomendo aos jornalistas terroristas do cartel da mídia, aos comentaristas e à carnificina de histórias _ https://t.co/RWgDSmXnxV",1
"RT @PastorMalafaia: UM LEITOR DISSE: a democracia no Brasil presupõe q você ñ tem direito a opinião, a ñ ser, q concorde com a ideologia de _",0
Mais um país decadente... https://t.co/xcNxNkFcRc,0
RT @GABRIELPlNHEIRO: Senhora de 86 anos reage a assalto e mata bandido https://t.co/j5EkVQ93pD,0
"RTdevilshug: Hoje em dia as pessoas sempre dizem para você se amar e se aceitar, mas se você é um VC branco e heterossexual, não deveria fazer isso _",1
"RT @TonhoDrinks: Gosto quando as pessoas são honestas e aceitam que pensam que as pessoas no país são @reaconaria de segunda categoria
 https: / _",1
Cena linda de se ver https://t.co/UKdaJM5nh4,0
'Presidio superlotado  F  o  D a  SE eu quero saber e da fila  nos hospitais creche e em busca de emprego',0
"@dassblog @zlando @xismaisxis o Islão não se pode reformar, pois é a palavra directa de Deus.",0
"Juande está voltando para o seu país!
Boloni está voltando para o seu país!
Taison permite que você esteja na Ucrânia!
Os investidores estão vindo para o norte!",1
Bom Dia,1
RT @hezen10000: @DefesaHetero Viva a família tradicional e não a família artificial...,1
RT @ PqpCarol22: @ Bala Trim e tão estúpido que não sabe o que é pauuuuu,1
"Mih_ArmstrongL @ otmar03 ahhh explicou .. lesbica .. bem, mas vale a pena ser uma mulher XX ... mas ainda é JW manobrando. Então merda",1
'Já encontrei um nome para ele aqui na casa da ocuffala',1
#observador Catarina Kinnvall: “É similar a forma como o islão radical e a extrema-direita _ https://t.co/TmjEC69oSt,0
Minha entrevista com a kiridíssima @EllenPage está dando o que falar... https://t.co/keePhb20CZ,0
"abdnsndnns ela vai sair da burca para não mostrar a cara, não quero ninguém por cima dela https://t.co/dpXDrPu39E",1
"RT @ Leandroow3: Feliz Dia ""Não tenho roupa para sair""",1
"""Bruno não faz isso e vai segurá-lo nos braços.""",1
"Bolsmito Kiridinha: ""Eu mesmo não acredito que isso ainda aconteça"", disse o deputado sobre a diferença salarial entre homens e mulheres.",1
aqui no barzinho na barra com a elite opressora bjs boa noite,0
"RT @jhonatacosmo: @Justiceiro_Sujo Isso se chama inveja, deve que ninguém quer comer esse cu sujo dela, por isso fica dando palpite na vida _",0
"@lara_gomesss maravilhosa, corpao, fico mal quando vejo você se chamando de gorda/feia na tl pq nossa, queria ser gorda/feia q nem vc",1
"Feministas, o mundo é melhor sem vocês",1
os islamicos moderados estão filmando e tirando foto...os Islamicos não praticantes estão alertando o ocidente das _ https://t.co/nEaj8goSyw,0
"Porra, sou muito burra... Sempre esqueço coisas que nenhuma mulher esqueceria",1
"e argumento, tem? https://t.co/4yLvG6wsqh",0
"Comigo na @CamaraLisboa, isto seria impensável. Islão, aqui não! Pela Identidade: Portugal e os Portugueses primeir _ https://t.co/2nPO2gy7a3",1
RT @SouCalmo: E a @GloboNews batendo palma pra ele?! https://t.co/opPFsyBiJy,0
"Ela comentou com ""ata"", já sei que ela é muito feminista ...
AHH, VOCÊ VAI LAVAR SUAS EXPERIÊNCIAS AMADAS !!!!",1
E aí você nem sabe chutar bola pra mulher https://t.co/APQBR6I61Q,1
Chega de arrumar treta com os esquerdopatas....  estou casada de ter que falar com um monte de bosta!,1
"Sapatio felizmente diz ""AAAAAAAAAA"", kkkkkkkk de Helloja https://t.co/Wgr9drJ2YK",1
Eu tô bem surpresa que os gringos não sabiam o que é caju https://t.co/IShGlhKQs2 via @ErinChack,0
"RT @BolsonaroSP: Bancada ""femina"" aproveita dia internacional da mulher p/ aprovar lei que proíbe gestante dar a luz algemada. Já as mulher _",0
@spacelerman @noswse MEU SENHOR PAOLA CURITU MEU TWEET MEU BOLSING QUE SOU SAPATOS E IBDICO CO PASAA MAL,1
"hj Eu vi uma mulher havaiana gorda pesar na farmácia e sei o significado da palavra ""esperança""",1
Como assim agora a @RedeGlobo golpista serve pra algo @karine_amaral? https://t.co/pPQjbtNgQ3,0
"Essa é a ""lógica"" deste jovem ""sensato"" --> @GLStecanela https://t.co/jXgmUuMkWD",0
@bbb os sem graças q vao passar a festa toda falando mal dos outros e roberta gorda feia fazendo caretas kkkkk os eliminadoa do bbb,1
"Smartphone Asus Zenfone 3 Branco 4G Tela 5.2"", Android™_ 6.0, Câm 16Mp, 32Gb por R$ 1.376,19 https://t.co/ibKhH0VZt2",0
"RT @josesoubrasilia: HORA DE INVADIR O CONGRESSO 
A PM NÃO VAI ATIRAR CONTRA NOS https://t.co/J03AjeGQf0",0
'sai armario na mesma velocidade em que baixa a qualidade de seu futebol',0
'Vai dar de  pro lulao vai Mas leva viagra',1
"RT @editorahumanas: Antigamente tinha várias gostosas no carnaval
Agora parece encontro de sobreviventes de Chernobyl",1
“Alexandre Acioni vai estudar para descobrir o que é o comunismo. Essas medidas do Temer são piores que o comunismo.,1
"RT @BolsonaroSP: Audiência de custódia: preso esculhamba juiz e tudo certo, até porque desacato é liberdade de expressão, não crime. https: _",0
O cerco se fechando. https://t.co/3ASl9RGinT,0
"RT @GABRIELPlNHEIRO: Trans estuprador nenhum, mas tem sim. Não deixamos homens e meninas sozinhos nos banhos https://t.co _",1
Que burra que perdeu seu mamão! Ele é um menino muito maduro,1
"Queria lembrar que chamar colega de prostituta de feia, gorda, escroto, etc. é machismo tbm",1
"Vida do dique:
Amar um amigo hetero que não sabe que você está apaixonada por ele!",1
"É gorda e feia, por isso é oferecida, se fosse gata... —_ brigada amorrr, amei receber isso https://t.co/n6APtwOkF7",1
Homem que é homem brinca de girocóptero no banheiro da casa da sogra.,1
"amo os negros são tão bons, é uma pena que pararam de vender",1
"RT @natanael7souza: Para aquele comediante chama @rafinhabastos que dizia que Bolsonaro estava sozinho.
#BolsonaroMeRepresenta https://t.co _",0
"Se lesse livro ERÓTICO, estaria sendo premiado. #PerseguiçãoReligiosa. https://t.co/t7fBzFSuF3",0
"@g1 KKKK  O RJ É UM PUTEIRO MESMO, INFELIZMENTE A ESCORIA DE COLARINHO BRANCO JUIZES PROMOTORES E TODO TIPO DE LIXOS ALI SE JUNTAM",0
RT @MidiaNINJA: Tá Lindo! Av. Rio Branco tomada pelas mulheres no Rio de Janeiro. #8M #DiaInternacionalDaMulher #DiaDaMulher https://t.co/F _,0
Obrigado por todos os elogios na Conferência de Imprensa ontem. Rush Limbaugh disse que foi uma das melhores. E a m _ https://t.co/ciHsjyqcVf,0
'So ha justica para os pobres um pais onde os ricos ficam impune',0
'Quando sera a visita aos HOSPITAIS  PUBLICO do DF',0
@ bento__9 @aloaloads é racismo pós anos negros fufas gays e simo travestis,1
'Finalmente ele vai ser preso',0
As feministas devem lavar pratos 18 horas por dia sem descanso!,1
"Esquerdista não liga pra moral, só liga pra dinheiro
Se calaram qdo soltaram o Bruno, só se incomodaram dele voltar a jogar e ganhar bem...",1
"SUSPEITEI, UM SÓ NÃO SUPORTARIA TANTA DECEPÇÃO @felipeneto",0
"Mulheres, as mais perfeitas do mundo. Não importa se é feio, bonito ou magro. Estranho ou estranho. Para mulheres_https: //t.co/kaPW8VUvcZ",1
"Esse futebol de hoje ""politicamente correto"" e ""profissional"" não é coisa de homem de verdade...é de mariquinha..futebol tem que ter porrada",1
"RT @ jpintocoelho60: Estocolmo: a capital das violações! As mulheres andam com medo e mudam seu estilo de vida. ""Bem-vindos, R (ap) efugees""?
@Refugees _",1
"Vamos jogar um jogo?
Hoje sempre que um vencedor falar no Trump no seu discurso, bebam um shot.
A cerimónia vai passar num tirinho
#Oscars",0
"@fcancio 
Faz ele muitíssimo bem!",0
'David Luiz agora e goleiro pra ter recorde pessoal de menos vazado',0
"O BLOCO PORÃO DO DOPS É BEM MAIS ANIMADO...
VENHA CAIR NESSA FOLIA @vanessasenadora #PAZ https://t.co/bIwPH4RQFy",0
'Hahahahaha bunda',1
"@Estadao absolutamente certo! ninguém quer um pseudo-terrorista em seu país, mesmo eu sou contra esses refugiados. Eu não sei quem eles são! pode haver terroristas",1
"Mulheres que criam o filho sozinha:
Alguma de vcs já recebeu ao menos um pacote de fralda de algum movimento feminista?",1
Nossa companheira @cynaramenezes prefere a Europa. Que bom! Uma vez que lá está tomado por terroristas.. Se quiser _ https://t.co/CiBkxHXRpR,0
Se o Jonas fosse médico o Mário Soares tornava-se imortal,0
neoliberalismo do Temer vai fazer o Brasil crescer assim como os governos do Collor e do Sarney,0
